 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),213970,217038,227008,242482,199347,173279,131322,91347,71851,43277, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),11303,10070,14334,10567,10650,8374,4610,3453,74586,18701, 
 经营活动现金流入小计(万元),225274,227108,241343,253050,209997,181653,135932,94800,146436,61978, 
 购买商品、接受劳务支付的现金(万元),128204,110946,123251,125793,96602,90785,66955,47711,36302,19214, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),27103,26108,25049,21980,17550,15779,11605,8942,4613,2507, 
 支付的各项税费(万元),16802,13720,17779,17553,14415,11542,8732,6574,3322,1673, 
 支付的其他与经营活动有关的现金(万元),36491,35272,31187,27757,23665,20416,16655,15144,74458,36167, 
 经营活动现金流出小计(万元),208600,186047,197266,193084,152232,138522,103946,78371,118694,59561, 
 经营活动产生的现金流量净额(万元),16674,41061,44077,59966,57765,43131,31986,16429,27742,2417, 
 收回投资所收到的现金(万元),246184,119778,4015,--,--,--,--,--,120,275, 
 取得投资收益所收到的现金(万元),2939,1675,1800,111,75,72,69,100,81,30, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1,0,9,1,0,--,--,--,--,42, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,200,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),249124,121454,5824,112,75,72,69,300,201,347, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),47976,30284,36664,30908,18334,27553,37099,44223,28943,14759, 
 投资所支付的现金(万元),208172,173909,4000,30,1390,395,60,--,709,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,200,110,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),256149,204194,40664,30938,19724,27948,37159,44423,29763,14759, 
 投资活动产生的现金流量净额(万元),-7025,-82740,-34840,-30826,-19649,-27876,-37090,-44123,-29562,-14412, 
 吸收投资收到的现金(万元),588,82814,--,40,--,--,--,--,3200,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),588,98,--,40,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,12600,44900,5500,39000,11000,64372,68140,19400,14100, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),1344,3998,5125,3397,2880,5848,5225,1080,--,--, 
 筹资活动现金流入小计(万元),1932,99412,50025,8937,41880,16848,69597,69220,22600,14100, 
 偿还债务支付的现金(万元),25000,32806,24117,23428,49489,30831,51679,27064,14600,3000, 
 分配股利、利润或偿付利息所支付的现金(万元),10889,7244,1649,4310,2617,4040,4904,2182,1049,569, 
 其中：子公司支付给少数股东的股利、利润(万元),6,72,88,59,82,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),1490,4301,5343,4161,2722,4923,4719,3832,795,--, 
 筹资活动现金流出小计(万元),37378,44351,31109,31898,54829,39793,61302,33078,16444,3569, 
 筹资活动产生的现金流量净额(万元),-35447,55062,18916,-22961,-12949,-22945,8295,36143,6156,10531, 
 汇率变动对现金及现金等价物的影响(万元),972,-1209,465,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-24826,12173,28618,6179,25167,-7691,3191,8449,4336,-1464, 
 加:期初现金及现金等价物余额(万元),83142,70969,42351,36172,11005,18696,15505,7056,2720,4184, 
 期末现金及现金等价物余额(万元),58316,83142,70969,42351,36172,11005,18696,15505,7056,2720, 
 净利润(万元),15723,21137,19604,24720,13751,--,--,--,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),1488,620,-126,2175,533,--,--,--,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),14301,14155,14293,13941,12821,--,--,--,--,--, 
 无形资产摊销(万元),221,619,547,393,357,--,--,--,--,--, 
 长期待摊费用摊销(万元),5850,12174,14834,15059,13998,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,--,363,--,--,--,--,--,--, 
 固定资产报废损失(万元),594,99,102,173,124,--,--,--,--,--, 
 公允价值变动损失(万元),207,-207,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),761,2141,1576,2279,2617,--,--,--,--,--, 
 投资损失(万元),-3030,-3266,-1110,-1879,-47,--,--,--,--,--, 
 递延所得税资产减少(万元),-182,-74,95,-92,-103,--,--,--,--,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),104,612,-695,-33,-133,--,--,--,--,--, 
 经营性应收项目的减少(万元),-23506,-13803,738,-4101,-2729,--,--,--,--,--, 
 经营性应付项目的增加(万元),4142,6855,-5781,6968,16575,--,--,--,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),16674,41061,44077,59966,57765,--,--,--,--,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),58316,83142,70969,42351,36172,11005,18696,15505,7056,2720, 
 现金的期初余额(万元),83142,70969,42351,36172,11005,18696,15505,7056,2720,4184, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-24826,12173,28618,6179,25167,-7691,3191,8449,4336,-1464, 

