 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),98250,87644,88428,78052,91929,83599, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),8049,2158,2572,14731,1019,1365, 
 经营活动现金流入小计(万元),106300,89802,91000,92783,92948,84963, 
 购买商品、接受劳务支付的现金(万元),80384,59107,56110,64288,62728,62509, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),13775,11901,11289,8941,7989,8081, 
 支付的各项税费(万元),4582,5334,4404,5600,2735,3504, 
 支付的其他与经营活动有关的现金(万元),7552,6161,5589,4448,13087,8845, 
 经营活动现金流出小计(万元),106292,82503,77392,83277,86539,82939, 
 经营活动产生的现金流量净额(万元),7,7299,13608,9506,6409,2025, 
 收回投资所收到的现金(万元),35979,--,--,131,--,--, 
 取得投资收益所收到的现金(万元),287,--,--,--,--,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),10,200,37,33,--,49, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--, 
 投资活动现金流入小计(万元),36276,200,37,164,0,49, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),6127,1395,4010,880,882,1345, 
 投资所支付的现金(万元),39833,9000,--,--,108,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--, 
 投资活动现金流出小计(万元),45960,10395,4010,880,990,1345, 
