 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),142971,166334,114087,151945,193029,196791,140164,89758,52862,37290,38218, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,0,0,0, 
 收到的税费返还(万元),3501,2843,2650,218,291,21,533,699,509,444,866, 
 收到的其他与经营活动有关的现金(万元),3006,3714,1246,1980,1602,1218,503,734,1148,1112,435, 
 经营活动现金流入小计(万元),149478,172891,117984,154142,194922,198029,141200,91191,54519,38846,39519, 
 购买商品、接受劳务支付的现金(万元),76939,122751,82350,95339,113710,156527,93135,91592,39288,24173,28666, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,0,0,0, 
 支付给职工以及为职工支付的现金(万元),20350,21390,21469,24514,24240,19715,13644,8769,5363,3023,2688, 
 支付的各项税费(万元),8206,4934,4306,11740,15126,17075,5922,3667,2068,2237,1081, 
 支付的其他与经营活动有关的现金(万元),18022,21859,16217,15843,19497,18271,12978,10197,4517,4355,5862, 
 经营活动现金流出小计(万元),123517,170934,124342,147436,172574,211588,125679,114225,51236,33788,38297, 
 经营活动产生的现金流量净额(万元),25961,1957,-6358,6706,22347,-13559,15520,-23034,3284,5059,1222, 
 收回投资所收到的现金(万元),--,1380,30,--,--,28,89,--,228,0,0, 
 取得投资收益所收到的现金(万元),--,32,--,18,--,--,--,--,65,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),530,276,1509,1594,22,6515,3,--,751,0,0, 
 处置子公司及其他营业单位收到的现金净额(万元),5214,3848,--,--,--,--,--,--,0,0,0, 
 收到的其他与投资活动有关的现金(万元),--,--,300,11,771,2050,--,3044,100,380,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,0,0,0, 
 投资活动现金流入小计(万元),5744,5536,1839,1623,793,8592,92,3044,1144,380,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),6568,9776,19941,35814,18775,37173,10113,11663,11253,2827,3495, 
 投资所支付的现金(万元),10597,5309,180,7673,3238,--,2788,860,683,50,0, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,0,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,5516,586,--,--,--,--,0,0,0, 
 支付的其他与投资活动有关的现金(万元),327,--,2951,762,--,--,--,--,672,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,0,0,0, 
 投资活动现金流出小计(万元),17492,15086,28587,44834,22013,37173,12901,12523,12607,2877,3495, 
 投资活动产生的现金流量净额(万元),-11748,-9549,-26748,-43211,-21220,-28581,-12809,-9479,-11464,-2497,-3495, 
 吸收投资收到的现金(万元),416,4872,3005,78674,357,2470,250,38192,405,0,3914, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,2717,553,155,357,75,250,--,0,0,0, 
 取得借款收到的现金(万元),105548,127592,103100,105743,105658,89140,45310,40840,30300,20070,16196, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,0,0,0, 
 收到其他与筹资活动有关的现金(万元),14925,20000,--,--,--,--,0,2459,0,75,0, 
 筹资活动现金流入小计(万元),120889,152464,106105,184418,106014,91610,45560,81491,30705,20145,20110, 
 偿还债务支付的现金(万元),117288,140878,81206,112358,97040,51600,27810,39240,18300,18370,15166, 
 分配股利、利润或偿付利息所支付的现金(万元),6248,4459,4515,7264,8090,5161,2831,1632,994,582,820, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,0,0,0, 
 支付其他与筹资活动有关的现金(万元),16695,6964,12030,122,--,--,0,1265,1830,425,1298, 
 筹资活动现金流出小计(万元),140230,152301,97751,119743,105130,56761,30641,42137,21125,19376,17284, 
 筹资活动产生的现金流量净额(万元),-19341,164,8354,64674,885,34849,14919,39354,9580,768,2826, 
 汇率变动对现金及现金等价物的影响(万元),424,-394,327,383,-50,-97,36,34,-20,11,-6, 
 现金及现金等价物净增加额(万元),-4704,-7822,-24425,28552,1963,-7387,17667,6876,1380,3341,547, 
 加:期初现金及现金等价物余额(万元),23310,31133,55558,27005,25043,32430,14763,7888,6507,3166,2620, 
 期末现金及现金等价物余额(万元),18606,23310,31133,55558,27005,25043,32430,14763,7888,6507,3166, 
 净利润(万元),1434,5061,-29727,1208,21575,23256,11597,7653,4732,3842,2527, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,0,0,0, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,0,0,0, 
 资产减值准备(万元),12986,6613,19857,3917,2950,4057,2195,412,81,23,199, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),10545,10547,9126,5787,4198,3182,2244,1319,998,782,533, 
 无形资产摊销(万元),877,868,1040,799,675,403,260,191,154,68,65, 
