 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),182880,173259,114477,96438,88671,67858, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--, 
 收到的税费返还(万元),12019,11949,8027,6071,4497,2682, 
 收到的其他与经营活动有关的现金(万元),5938,3381,2041,3019,2136,1319, 
 经营活动现金流入小计(万元),200837,188589,124545,105527,95304,71859, 
 购买商品、接受劳务支付的现金(万元),137222,125163,87384,73135,69383,50434, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),23300,19733,14029,10750,8547,6700, 
 支付的各项税费(万元),4617,2849,1681,1483,444,653, 
 支付的其他与经营活动有关的现金(万元),17120,16095,13605,12530,9203,6620, 
 经营活动现金流出小计(万元),182259,163840,116699,97898,87576,64407, 
 经营活动产生的现金流量净额(万元),18578,24748,7846,7629,7728,7452, 
 收回投资所收到的现金(万元),167343,115473,54451,100760,32514,--, 
 取得投资收益所收到的现金(万元),218,348,36,100,19,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),30,305,23,6,106,16, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),2000,90,320,1068,9273,1146, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--, 
 投资活动现金流入小计(万元),169591,116215,54831,101934,41913,1161, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),30855,21222,21536,14436,4952,6873, 
 投资所支付的现金(万元),152971,129781,54491,99860,31964,1550, 
 质押贷款净增加额(万元),--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,3270,--,--,14593,422, 
 支付的其他与投资活动有关的现金(万元),3759,--,28,--,691,1745, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--, 
 投资活动现金流出小计(万元),187585,154273,76055,114296,52199,10590, 
 投资活动产生的现金流量净额(万元),-17994,-38058,-21224,-12362,-10286,-9428, 
 吸收投资收到的现金(万元),--,48045,--,16593,--,2000, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--, 
 取得借款收到的现金(万元),149622,48568,59149,50331,49612,34898, 
 发行债券收到的现金(万元),--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),653,121,--,1660,--,154, 
 筹资活动现金流入小计(万元),150276,96733,59149,68584,49612,37052, 
 偿还债务支付的现金(万元),93623,59115,42202,63641,42818,31235, 
 分配股利、利润或偿付利息所支付的现金(万元),2817,1483,1388,1154,1186,1074, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,59,--,--,--, 
 支付其他与筹资活动有关的现金(万元),27847,2825,185,--,1914,2800, 
 筹资活动现金流出小计(万元),124288,63423,43776,64794,45918,35109, 
 筹资活动产生的现金流量净额(万元),25988,33311,15373,3790,3694,1943, 
 汇率变动对现金及现金等价物的影响(万元),2722,-1772,950,771,5,-575, 
 现金及现金等价物净增加额(万元),29294,18229,2945,-172,1141,-608, 
 加:期初现金及现金等价物余额(万元),25629,7400,4218,4390,3249,3857, 
 期末现金及现金等价物余额(万元),54923,25629,7163,4218,4390,3249, 
 净利润(万元),17934,14508,8626,6422,3175,1070, 
 少数股东损益(万元),--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--, 
 资产减值准备(万元),614,833,282,235,-109,249, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),7699,6449,4219,3294,2832,2283, 
 无形资产摊销(万元),257,90,77,57,46,36, 
