 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31, 
 销售商品、提供劳务收到的现金(万元),1778159,1918936,2199372,1608518,999998,1083528,767482,585832,329625,230694,89524,96972,37503,48049, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 收到的税费返还(万元),--,0,12,--,--,--,--,2,682,1,--,169,0,0, 
 收到的其他与经营活动有关的现金(万元),1406868,3859119,3941155,1190130,397388,513308,396090,268263,501589,146115,30915,50175,39806,9634, 
 经营活动现金流入小计(万元),3185027,5778055,6140539,2798649,1397386,1596836,1163572,854096,831897,376810,120439,147316,77308,57683, 
 购买商品、接受劳务支付的现金(万元),1267937,1224520,1088185,1260251,724906,977639,396012,609362,674848,156963,403446,32282,24857,20917, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 支付给职工以及为职工支付的现金(万元),82335,60746,57834,41781,37195,38065,31124,27841,20145,15696,14388,9876,7176,6384, 
 支付的各项税费(万元),334792,307187,243604,223159,156736,133216,119129,115445,48878,34337,18945,11091,4336,3967, 
 支付的其他与经营活动有关的现金(万元),1686350,4013822,4067157,1455080,684731,776106,352973,342782,447334,161939,30632,129572,48534,11771, 
 经营活动现金流出小计(万元),3371414,5606275,5456779,2980271,1603568,1925026,899238,1095430,1191204,368935,467410,182821,84902,43040, 
 经营活动产生的现金流量净额(万元),-186386,171780,683760,-181622,-206182,-328190,264334,-241334,-359307,7874,-346971,-35505,-7593,14644, 
 收回投资所收到的现金(万元),--,--,0,82316,49843,13874,35298,63408,43353,13106,--,16520,--,0, 
 取得投资收益所收到的现金(万元),14095,24993,375,791,1098,1071,1193,16407,5885,432,5214,12320,6271,4528, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),96,14563,2445,2584,28251,37842,20776,292,1061,59,30,170,0,12, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,0,--,--,--,--,--,--,0, 
 收到的其他与投资活动有关的现金(万元),981171,501344,--,--,--,--,--,156219,--,--,--,--,--,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 投资活动现金流入小计(万元),995362,540899,2820,85691,79192,52786,57267,236325,50298,13597,5244,29010,6272,4540, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),5068,3642,19557,18668,23323,9629,28074,8690,2539,4582,7405,11844,3663,13898, 
 投资所支付的现金(万元),201248,161023,282183,--,--,10828,0,10631,25720,722,639,500,13100,1265, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 取得子公司及其他营业单位支付的现金净额(万元),8462,--,1640,1378,61843,--,61883,27076,29541,--,--,44273,--,0, 
 支付的其他与投资活动有关的现金(万元),1025387,1433017,32571,--,--,834,4,143,38,--,--,10,--,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 投资活动现金流出小计(万元),1240166,1597683,335950,20046,85166,21292,89960,46539,57839,5304,8044,56626,16763,15163, 
 投资活动产生的现金流量净额(万元),-244804,-1056783,-333130,65645,-5974,31494,-32693,189786,-7540,8293,-2800,-27616,-10492,-10623, 
 吸收投资收到的现金(万元),19150,23230,3920,107900,78400,61250,--,44987,69666,42608,1488,133307,315,0, 
 其中：子公司吸收少数股东投资收到的现金(万元),19150,23230,3920,107900,78400,61250,--,44987,69666,42608,--,--,--,0, 
 取得借款收到的现金(万元),2335881,1118440,1526127,1331911,1365943,1245729,541602,506523,596300,179500,505350,195000,130802,55600, 
 发行债券收到的现金(万元),388245,--,0,258000,--,--,0,--,--,--,--,--,--,0, 
 收到其他与筹资活动有关的现金(万元),299178,577548,--,--,--,--,11960,--,--,--,--,--,--,0, 
 筹资活动现金流入小计(万元),3042454,1719218,1530047,1697811,1444343,1306979,553562,551510,665966,222108,506838,328307,131117,55600, 
 偿还债务支付的现金(万元),1818581,882027,1194300,1124795,957643,873431,481515,321370,156950,199200,162000,121100,91100,59100, 
 分配股利、利润或偿付利息所支付的现金(万元),236884,173372,181079,207119,133769,132876,96309,57349,34384,33558,23747,6581,7232,2677, 
 其中：子公司支付给少数股东的股利、利润(万元),39241,24210,9896,55868,809,26013,921,613,535,548,--,--,--,0, 
 支付其他与筹资活动有关的现金(万元),374173,117754,113791,47740,2946,3098,5736,21453,1460,1436,1862,329,235,0, 
 筹资活动现金流出小计(万元),2429638,1173153,1489171,1379654,1094357,1009405,583560,400171,192794,234194,187609,128010,98567,61777, 
 筹资活动产生的现金流量净额(万元),612816,546065,40876,318157,349986,297574,-29998,151339,473172,-12086,319229,200298,32550,-6177, 
 汇率变动对现金及现金等价物的影响(万元),48,-67,67,55,3,-2,-1,-45,-25,-0,-29,-9,-11,-2, 
 现金及现金等价物净增加额(万元),181674,-339006,391573,202235,137832,876,201642,99745,106299,4081,-30572,137167,14454,-2158, 
 加:期初现金及现金等价物余额(万元),1010906,1349912,958339,723039,585206,584330,382689,282944,143751,129339,159911,22743,8289,10447, 
 期末现金及现金等价物余额(万元),1192580,1010906,1349912,925273,723039,585206,584330,382689,250051,133420,129339,159911,22743,8289, 
 净利润(万元),200436,173484,133346,100122,90281,91919,68048,73256,55460,37590,13818,46907,17058,14962, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,32, 
 资产减值准备(万元),23140,21651,6745,25150,25435,396,940,360,-264,-735,3660,215,504,186, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),14433,19762,18325,15634,9882,10744,9726,9427,9420,9325,9788,9475,8439,7425, 
 无形资产摊销(万元),4184,2416,364,1235,230,145,109,74,69,99,111,100,84,83, 
 长期待摊费用摊销(万元),796,399,371,1190,2298,4006,3700,1448,672,396,308,349,296,465, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 处置固定资产、无形资产和其他长期资产的损失(万元),42,-14462,29,-818,-28034,-37374,-20386,-66,-583,4,422,121,11,16, 
 固定资产报废损失(万元),0,0,115,7,1,146,24,11,--,0,0,--,--,0, 
 公允价值变动损失(万元),0,0,0,0,0,0,--,0,--,0,0,--,--,0, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 财务费用(万元),108435,93485,69837,52912,42160,46040,33388,35123,32077,6946,5329,5471,2448,2129, 
 投资损失(万元),-70784,-52296,-4939,-88263,-58916,-35869,-41265,-40870,-52405,-18107,-8623,-36728,-11900,-5167, 
 递延所得税资产减少(万元),-22363,-37772,-8468,-13466,-3791,-26546,153,-1384,-2589,-104,834,1585,-37,-196, 
 递延所得税负债增加(万元),-679,-304,-997,-3604,15879,-397,--,0,--,0,0,0,0,301, 
 存货的减少(万元),-866795,-447283,750210,-530240,-301920,-418208,34997,-425403,-547486,-140528,-359576,-32832,-24104,-6764, 
 经营性应收项目的减少(万元),-97513,-158193,-483239,-166009,15984,43481,-11028,182161,-64483,38652,5893,-75984,-11633,-3007, 
 经营性应付项目的增加(万元),520281,570892,202061,424527,-15672,-6673,185929,-75470,210804,74336,-18934,45817,11240,4179, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0, 
 其他(万元),0,0,0,0,0,0,0,0,--,0,0,0,0,0, 
 经营活动产生现金流量净额(万元),-186386,171780,683760,-181622,-206182,-328190,264334,-241334,-359307,7874,-346971,-35505,-7593,14644, 
 债务转为资本(万元),0,0,0,0,0,0,0,0,--,--,--,--,--,0, 
 一年内到期的可转换公司债券(万元),0,0,0,0,0,0,--,--,--,--,--,--,--,0, 
 融资租入固定资产(万元),0,0,0,0,0,0,0,0,--,--,--,--,--,0, 
 现金的期末余额(万元),1192580,1010906,1349912,925273,723039,585206,584330,382689,250051,133420,129339,159911,22743,8289, 
 现金的期初余额(万元),1010906,1349912,958339,723039,585206,584330,382689,282944,143751,129339,159911,22743,8289,10447, 
 现金等价物的期末余额(万元),0,0,0,0,0,0,0,0,--,--,0,--,--,0, 
 现金等价物的期初余额(万元),0,0,0,0,0,0,0,0,--,--,0,--,--,0, 
 现金及现金等价物的净增加额(万元),181674,-339006,391573,202235,137832,876,201642,99745,106299,4081,-30572,137167,14454,-2158, 

