 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),167556,126158,92777,97845,104401,93313,84669,109638, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),769,627,512,314,280,279,362,381, 
 收到的其他与经营活动有关的现金(万元),312,814,327,189,76,87,245,345, 
 经营活动现金流入小计(万元),168638,127599,93616,98348,104758,93679,85276,110364, 
 购买商品、接受劳务支付的现金(万元),139153,116927,69866,70883,84502,76278,67689,92377, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),5644,4887,4699,4624,3807,3255,2996,2389, 
 支付的各项税费(万元),8437,5719,5648,6310,5524,4377,4648,5096, 
 支付的其他与经营活动有关的现金(万元),4564,3254,3449,2773,3068,2442,2104,1724, 
 经营活动现金流出小计(万元),157798,130787,83662,84590,96901,86353,77437,101585, 
 经营活动产生的现金流量净额(万元),10840,-3187,9954,13758,7856,7326,7839,8779, 
 收回投资所收到的现金(万元),47500,54400,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),483,820,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),96,--,18,--,--,--,--,3430, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),75,373,29,13,20,13,30,91, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),48154,55593,47,13,20,13,30,3521, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),18718,6134,7021,6037,1566,320,1444,5101, 
 投资所支付的现金(万元),40810,83900,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),434,--,--,--,--,--,--,4539, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),59963,90034,7021,6037,1566,320,1444,9639, 
 投资活动产生的现金流量净额(万元),-11809,-34441,-6975,-6025,-1547,-306,-1414,-6119, 
 吸收投资收到的现金(万元),--,--,44285,--,--,--,--,7344, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),7000,--,117,733,7500,6500,21000,30250, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,5000, 
 筹资活动现金流入小计(万元),7000,0,44402,733,7500,6500,21000,42594, 
 偿还债务支付的现金(万元),--,--,350,500,14000,4000,37000,30250, 
 分配股利、利润或偿付利息所支付的现金(万元),4783,3925,3024,4961,4645,4515,700,4991, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,204,1201,--,--,40,100,5000, 
 筹资活动现金流出小计(万元),4783,4130,4575,5461,18645,8555,37800,40241, 
 筹资活动产生的现金流量净额(万元),2217,-4130,39827,-4727,-11145,-2055,-16800,2354, 
 汇率变动对现金及现金等价物的影响(万元),26,-10,8,1,-1,-5,-2,-11, 
 现金及现金等价物净增加额(万元),1274,-41769,42814,3008,-4836,4960,-10377,5003, 
 加:期初现金及现金等价物余额(万元),5473,47242,4428,1421,6257,1297,11673,6671, 
 期末现金及现金等价物余额(万元),6748,5473,47242,4428,1421,6257,1297,11673, 
 净利润(万元),14616,13549,10319,10884,8857,7371,--,--, 
