 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),169570,150646,159443,126236,120687,112538,110023, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),5823,2232,2430,1381,2969,3575,4122, 
 经营活动现金流入小计(万元),175393,152878,161873,127617,123656,116113,114145, 
 购买商品、接受劳务支付的现金(万元),101773,99860,99010,74931,81950,76808,77194, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),23313,20869,18530,17888,15912,13435,12983, 
 支付的各项税费(万元),14943,10645,10359,11518,7984,9883,7180, 
 支付的其他与经营活动有关的现金(万元),14813,11791,11396,10485,11672,9776,9981, 
 经营活动现金流出小计(万元),154841,143165,139296,114822,117518,109902,107338, 
 经营活动产生的现金流量净额(万元),20552,9713,22577,12795,6138,6211,6807, 
 收回投资所收到的现金(万元),96527,10400,2000,--,--,--,32, 
 取得投资收益所收到的现金(万元),900,85,30,15,15,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),27,27,28,13,227,1392,1049, 
 处置子公司及其他营业单位收到的现金净额(万元),18,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),1171,355,247,387,215,15731,40511, 
