 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),74050,26013,39907,25066,6305,3340, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),1880,1251,696,348,109,488, 
 经营活动现金流入小计(万元),75929,27264,40603,25414,6414,3828, 
 购买商品、接受劳务支付的现金(万元),41277,32370,23650,11787,2589,1159, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),9016,7303,5827,3194,1572,982, 
 支付的各项税费(万元),4845,4477,3864,3030,910,330, 
 支付的其他与经营活动有关的现金(万元),4077,3426,3404,1652,1237,956, 
 经营活动现金流出小计(万元),59215,47575,36745,19662,6308,3428, 
 经营活动产生的现金流量净额(万元),16714,-20312,3858,5752,106,401, 
 收回投资所收到的现金(万元),--,--,--,--,--,400, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,7, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),36,4,0,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--, 
 投资活动现金流入小计(万元),36,4,0,0,0,407, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),5119,5081,14725,10499,1357,1042, 
 投资所支付的现金(万元),--,--,--,--,--,400, 
 质押贷款净增加额(万元),--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--, 
 投资活动现金流出小计(万元),5119,5081,14725,10499,1357,1442, 
 投资活动产生的现金流量净额(万元),-5083,-5077,-14725,-10499,-1357,-1035, 
 吸收投资收到的现金(万元),--,--,--,8000,124,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--, 
 取得借款收到的现金(万元),11780,36956,10500,4900,4154,1150, 
 发行债券收到的现金(万元),--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),3000,222,1449,77,116,797, 
 筹资活动现金流入小计(万元),14780,37177,11949,12977,4394,1947, 
 偿还债务支付的现金(万元),21320,10232,4934,3771,1547,1826, 
 分配股利、利润或偿付利息所支付的现金(万元),820,727,493,316,80,46, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),1515,1004,469,60,75,--, 
 筹资活动现金流出小计(万元),23655,11963,5896,4147,1702,1872, 
 筹资活动产生的现金流量净额(万元),-8875,25214,6053,8830,2692,75, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),2755,-175,-4813,4083,1440,-559, 
 加:期初现金及现金等价物余额(万元),820,995,5808,1725,285,844, 
 期末现金及现金等价物余额(万元),3575,820,995,5808,1725,285, 
 净利润(万元),9812,9273,7561,--,--,--, 
 少数股东损益(万元),--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--, 
 资产减值准备(万元),-814,1183,319,--,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),3495,3098,1748,--,--,--, 
 无形资产摊销(万元),133,111,67,--,--,--, 
 长期待摊费用摊销(万元),1496,1289,690,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),28,8,--,--,--,--, 
 固定资产报废损失(万元),176,44,140,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--, 
 财务费用(万元),1485,1553,1004,--,--,--, 
 投资损失(万元),--,--,--,--,--,--, 
 递延所得税资产减少(万元),-19,-360,-198,--,--,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--, 
 存货的减少(万元),-1282,-2236,-1855,--,--,--, 
 经营性应收项目的减少(万元),-14511,-38465,-12477,--,--,--, 
 经营性应付项目的增加(万元),16714,4191,6642,--,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--, 
 其他(万元),--,--,218,--,--,--, 
 经营活动产生现金流量净额(万元),16714,-20312,3858,--,--,--, 
 债务转为资本(万元),--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--, 
 融资租入固定资产(万元),770,--,1849,--,--,--, 
 现金的期末余额(万元),3575,820,995,5808,1725,285, 
 现金的期初余额(万元),820,995,5808,1725,285,844, 
 现金等价物的期末余额(万元),--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),2755,-175,-4813,4083,1440,-559, 

