 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),--,--,--,--,--,--,--, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),248373,--,40583,--,--,10820,8129, 
 收取利息、手续费及佣金的现金(万元),111161,118398,142023,187915,81064,64743,64951, 
 拆入资金净增加额(万元),55000,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,90170,--,645733,39000,-2788,12176, 
 收到的税费返还(万元),--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),19383,6793,72151,103038,340,4718,2645, 
 经营活动现金流入小计(万元),459429,311797,449764,1126910,387151,77493,87901, 
 购买商品、接受劳务支付的现金(万元),--,--,--,--,--,--,--, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),20270,33457,42482,34233,11082,5778,3856, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),41948,41634,45218,47326,22289,36199,24616, 
 支付的各项税费(万元),11470,10061,13595,24365,4101,11287,7059, 
 支付的其他与经营活动有关的现金(万元),26320,45250,27829,148205,15082,12559,13169, 
 经营活动现金流出小计(万元),453080,409138,619811,1000161,216749,108897,59184, 
 经营活动产生的现金流量净额(万元),6349,-97340,-170047,126749,170403,-31404,28717, 
 收回投资所收到的现金(万元),463516,88466,3200,5,--,--,--, 
 取得投资收益所收到的现金(万元),2731,101,1583,1080,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),58,59,98,51,71,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,70,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,643,62, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),466305,88696,4881,1136,71,643,62, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),3177,4435,2877,4170,2676,2202,1904, 
 投资所支付的现金(万元),479238,65947,6134,6315,3005,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),1011,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),483426,70382,9011,10485,5681,2202,1904, 
 投资活动产生的现金流量净额(万元),-17121,18314,-4130,-9349,-5610,-1559,-1842, 
 吸收投资收到的现金(万元),--,--,--,--,45300,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,11900,--,--, 
 发行债券收到的现金(万元),284766,64042,23563,203971,12834,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),284766,64442,23563,285971,70034,0,0, 
 偿还债务支付的现金(万元),341087,65605,6213,110592,11900,--,--, 
 分配股利、利润或偿付利息所支付的现金(万元),8549,18514,5688,53693,17134,--,1195, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),349636,84119,11901,164285,29034,0,1195, 
 筹资活动产生的现金流量净额(万元),-64870,-19677,11662,121686,41000,0,-1195, 
 汇率变动对现金及现金等价物的影响(万元),-13,13,-74,222,-0,--,-2, 
 现金及现金等价物净增加额(万元),-75655,-98691,-162590,239308,205792,-32963,25678, 
 加:期初现金及现金等价物余额(万元),521142,619833,782423,543115,337322,370286,344607, 
 期末现金及现金等价物余额(万元),445487,521142,619833,782423,543115,337322,370286, 
 净利润(万元),34364,46213,58912,81599,--,--,5009, 
 少数股东损益(万元),--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--, 
 资产减值准备(万元),2190,69,3052,448,--,--,342, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),1128,1005,893,902,--,--,1350, 
 无形资产摊销(万元),1675,944,702,528,--,--,470, 
 长期待摊费用摊销(万元),684,750,794,538,--,--,589, 
 待摊费用的减少(万元),--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-15,-1,-72,-34,--,--,-20, 
 固定资产报废损失(万元),--,--,--,--,--,--,--, 
 公允价值变动损失(万元),2203,-2654,2748,-1990,--,--,-1793, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--, 
 财务费用(万元),8837,6498,5548,3774,--,--,2, 
 投资损失(万元),-1648,-2816,-1583,-1080,--,--,--, 
