 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31, 
 销售商品、提供劳务收到的现金(万元),791246,523450,428589,454013,531969,404194,401887,465599,375268,292372,252921,196910,146365,134338, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 收到的税费返还(万元),--,--,--,--,--,--,--,52,18,0,--,0,180,5, 
 收到的其他与经营活动有关的现金(万元),4257,3830,2358,8005,3773,3694,3549,2571,1990,4285,3244,4596,2312,6889, 
 经营活动现金流入小计(万元),795503,527280,430947,462018,535742,407887,405436,468222,377276,296657,256165,201506,148857,141232, 
 购买商品、接受劳务支付的现金(万元),386319,332151,252092,267074,315702,262890,270847,295604,226072,183134,186890,126076,94143,91072, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 支付给职工以及为职工支付的现金(万元),42355,31665,28660,32651,26001,22459,20499,16528,14444,12475,12203,9781,9259,9320, 
 支付的各项税费(万元),95846,58559,43532,49488,69316,47911,49302,56291,34939,34836,25553,20125,12029,11076, 
 支付的其他与经营活动有关的现金(万元),9419,9758,9558,7947,9502,9232,11595,12533,20089,12594,7285,4304,4901,3034, 
 经营活动现金流出小计(万元),533939,432133,333841,357159,420521,342491,352244,380956,295543,243039,231931,160286,120332,114502, 
 经营活动产生的现金流量净额(万元),261564,95147,97106,104859,115221,65396,53192,87266,81733,53618,24234,41221,28525,26730, 
 收回投资所收到的现金(万元),3093640,2034611,1438203,652345,18747,245,--,0,131,0,400,2230,550,0, 
 取得投资收益所收到的现金(万元),15196,4453,3549,2987,1288,1069,254,205,91,16,0,0,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),344,27,239,318,1208,2164,533,1003,82,190,192,0,4,0, 
 处置子公司及其他营业单位收到的现金净额(万元),2324,700,1403,3781,1055,--,--,--,0,0,--,0,0,0, 
