 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),157219,146842,133502,95965,82284,77079, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--, 
 收到的税费返还(万元),565,2011,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),5895,2323,405,340,142,4393, 
 经营活动现金流入小计(万元),163679,151175,133907,96304,82426,81472, 
 购买商品、接受劳务支付的现金(万元),43764,45484,42727,26013,25724,24945, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),69820,55419,44841,41369,32898,27610, 
 支付的各项税费(万元),19418,15664,17714,12304,10017,6242, 
 支付的其他与经营活动有关的现金(万元),8983,6163,13879,6031,3299,2060, 
 经营活动现金流出小计(万元),141985,122730,119161,85716,71938,60856, 
 经营活动产生的现金流量净额(万元),21694,28446,14746,10588,10488,20616, 
 收回投资所收到的现金(万元),--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),1952,--,1976,196,271,60, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1533,687,389,120,490,161, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),244100,56985,34300,49162,49500,26978, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--, 
 投资活动现金流入小计(万元),247585,57672,36665,49477,50261,27199, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),38549,24747,19731,9879,7497,6651, 
 投资所支付的现金(万元),--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,0,--,--, 
 支付的其他与投资活动有关的现金(万元),290845,57044,34300,26200,72462,26978, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--, 
 投资活动现金流出小计(万元),329394,81790,54031,36079,79959,33629, 
 投资活动产生的现金流量净额(万元),-81809,-24119,-17365,13398,-29698,-6430, 
 吸收投资收到的现金(万元),--,82925,8124,2793,--,250, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--, 
 取得借款收到的现金(万元),449,5011,1000,7146,19283,33139, 
 发行债券收到的现金(万元),--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),449,87936,9124,9939,19283,33389, 
 偿还债务支付的现金(万元),1934,10369,3435,21170,6272,37619, 
 分配股利、利润或偿付利息所支付的现金(万元),7204,596,528,5446,2616,2500, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),9138,10965,3963,26616,8888,40119, 
 筹资活动产生的现金流量净额(万元),-8689,76970,5161,-16677,10395,-6730, 
 汇率变动对现金及现金等价物的影响(万元),10,239,-206,845,67,--, 
 现金及现金等价物净增加额(万元),-68794,81536,2335,8154,-8747,7455, 
 加:期初现金及现金等价物余额(万元),94736,13200,10865,2711,11458,4003, 
 期末现金及现金等价物余额(万元),25941,94736,13200,10865,2711,11458, 
 净利润(万元),27381,17404,15471,9474,6865,3724, 
 少数股东损益(万元),--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--, 
 资产减值准备(万元),970,159,148,182,-45,282, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),11746,8714,6677,6028,5521,5120, 
 无形资产摊销(万元),186,114,89,61,39,39, 
 长期待摊费用摊销(万元),915,591,463,259,75,77, 
 待摊费用的减少(万元),--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-266,-62,547,29,-61,-41, 
 固定资产报废损失(万元),145,--,--,-38,165,27, 
 公允价值变动损失(万元),--,318,-318,-16,16,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--, 
 财务费用(万元),378,110,270,517,314,263, 
 投资损失(万元),-2081,144,-22,2,--,--, 
 递延所得税资产减少(万元),-698,-155,-55,-70,15,-108, 
 递延所得税负债增加(万元),7,-28,48,--,--,--, 
 存货的减少(万元),-1128,-329,-1515,-117,-135,633, 
 经营性应收项目的减少(万元),-23300,4492,21509,-10319,-2442,5858, 
 经营性应付项目的增加(万元),7439,-3026,-28566,4597,159,4740, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),21694,28446,14746,10588,10488,20616, 
 债务转为资本(万元),--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--, 
 现金的期末余额(万元),25941,94736,13200,10865,2711,11458, 
 现金的期初余额(万元),94736,13200,10865,2711,11458,4003, 
 现金等价物的期末余额(万元),--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-68794,81536,2335,8154,-8747,7455, 

