 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),131549,92003,86559,61743,66137,46603,41126,39195,37374,29947,28002,25137, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到的税费返还(万元),5368,2502,2986,2686,3068,2217,2252,1279,1014,299,36,37, 
 收到的其他与经营活动有关的现金(万元),2270,662,1175,938,13250,3298,784,1083,1663,895,1134,441, 
 经营活动现金流入小计(万元),139187,95167,90720,65366,82454,52118,44163,41556,40051,31141,29171,25615, 
 购买商品、接受劳务支付的现金(万元),52978,59518,49108,34723,70062,30230,35317,33831,32529,22519,23174,20512, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付给职工以及为职工支付的现金(万元),16063,10836,9238,7985,5862,4699,3801,2702,1625,1318,792,721, 
 支付的各项税费(万元),15041,11120,7727,4161,3295,2381,1734,1598,2176,1435,1313,943, 
 支付的其他与经营活动有关的现金(万元),10997,9369,7395,10444,9692,11255,3472,3700,2448,2526,2781,2085, 
 经营活动现金流出小计(万元),95078,90843,73468,57312,88911,48565,44324,41832,38778,27798,28060,24261, 
 经营活动产生的现金流量净额(万元),44109,4323,17252,8054,-6457,3553,-161,-275,1274,3343,1111,1353, 
 收回投资所收到的现金(万元),--,--,--,--,861,--,5200,9000,--,0,0,0, 
 取得投资收益所收到的现金(万元),43,120,--,--,--,--,--,--,--,0,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),17,30,10,3,40,11,9,38,3,0,27,11, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,1,--,--,--,--,0,0,0, 
 收到的其他与投资活动有关的现金(万元),--,530,34,106,414,--,--,--,--,0,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 投资活动现金流入小计(万元),60,680,43,110,1316,11,5209,9038,3,0,27,11, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),20709,7456,4259,5234,8634,2917,15643,20926,2912,3511,1641,975, 
 投资所支付的现金(万元),600,2216,--,--,800,--,5100,4200,8000,0,0,0, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,-55,0,0, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,102,--,--,--,--,0,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 投资活动现金流出小计(万元),21309,9672,4259,5234,9536,2917,20743,25126,10912,3456,1641,975, 
 投资活动产生的现金流量净额(万元),-21249,-8992,-4216,-5124,-8220,-2906,-15534,-16089,-10909,-3456,-1615,-965, 
 吸收投资收到的现金(万元),58386,--,4842,--,--,--,3100,--,30068,0,0,0, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 取得借款收到的现金(万元),20501,29357,35309,39576,47212,23059,16000,5750,--,6209,1590,2600, 
 发行债券收到的现金(万元),--,--,19800,--,--,--,--,--,--,0,0,0, 
 收到其他与筹资活动有关的现金(万元),--,2244,70800,89269,38219,16834,17926,--,9,300,1750,0, 
 筹资活动现金流入小计(万元),78887,31600,130751,128846,85432,39893,37026,5750,30077,6509,3340,2600, 
 偿还债务支付的现金(万元),48675,23257,62010,31225,32259,23300,9150,--,1609,4290,750,1250, 
 分配股利、利润或偿付利息所支付的现金(万元),13412,5406,3746,4857,3355,1360,1976,265,279,283,223,74, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付其他与筹资活动有关的现金(万元),7770,5812,77032,94358,28340,14723,13058,--,626,1884,2033,54, 
 筹资活动现金流出小计(万元),69856,34475,142787,130440,63954,39384,24184,265,2513,6457,3006,1378, 
 筹资活动产生的现金流量净额(万元),9030,-2874,-12037,-1595,21478,509,12842,5485,27564,51,334,1222, 
 汇率变动对现金及现金等价物的影响(万元),141,-162,-316,144,-1,-70,-73,-221,-69,-3,3,0, 
 现金及现金等价物净增加额(万元),32032,-7705,684,1480,6800,1086,-2927,-11100,17859,-64,-167,1611, 
 加:期初现金及现金等价物余额(万元),7660,15365,14681,13201,6401,5316,8243,19343,1484,1548,1715,104, 
 期末现金及现金等价物余额(万元),39691,7660,15365,14681,13201,6401,5316,8243,19343,1484,1548,1715, 
 净利润(万元),36725,20354,15678,3931,2696,1576,1173,1545,2882,2783,1756,1500, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 资产减值准备(万元),304,691,431,574,192,159,30,23,14,-14,55,24, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),6339,5636,5582,5579,5029,3823,1537,1067,988,665,569,500, 
 无形资产摊销(万元),219,212,212,213,211,190,122,83,40,17,17,16, 
 长期待摊费用摊销(万元),145,185,157,65,22,--,--,--,--,0,0,0, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,0,16,0, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 处置固定资产、无形资产和其他长期资产的损失(万元),15,224,46,--,6,13,-6,-21,20,-336,0,11, 
 固定资产报废损失(万元),231,57,--,--,20,16,17,16,--,0,0,0, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 财务费用(万元),1902,2830,2948,3693,3349,2864,896,265,279,283,228,92, 
 投资损失(万元),-170,-69,--,-1,-89,--,--,--,--,0,0,0, 
 递延所得税资产减少(万元),-16,-220,13,-21,-68,-99,33,-13,-49,118,-133,-59, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 存货的减少(万元),-6022,-2224,353,228,-4286,954,-5126,-2512,-1053,-191,-18,-515, 
 经营性应收项目的减少(万元),2824,-17341,-12902,-8049,-4923,-18616,-4010,-1082,-1592,-1983,-325,-679, 
 经营性应付项目的增加(万元),1612,-6012,4736,1843,-8617,12674,5170,353,-255,2002,-1055,463, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 其他(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 经营活动产生现金流量净额(万元),44109,4323,17252,8054,-6457,3553,-161,-275,1274,3343,1111,1353, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 现金的期末余额(万元),39691,7660,15365,14681,13201,6401,5316,8243,19343,1484,1548,1715, 
 现金的期初余额(万元),7660,15365,14681,13201,6401,5316,8243,19343,1484,1548,1715,104, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 现金及现金等价物的净增加额(万元),32032,-7705,684,1480,6800,1086,-2927,-11100,17859,-64,-167,1611, 

