 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),68776,84881,72575,75350,80538,72805,82788,75439, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),168,239,212,139,134,127,220,--, 
 收到的其他与经营活动有关的现金(万元),1148,408,396,349,713,1976,3205,2391, 
 经营活动现金流入小计(万元),70092,85528,73183,75838,81385,74908,86212,77830, 
 购买商品、接受劳务支付的现金(万元),35269,48109,35171,28867,25816,29813,37142,30451, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),8591,8406,8199,8151,8630,9926,8941,8091, 
 支付的各项税费(万元),11815,14454,15882,16902,12974,12821,17439,18766, 
 支付的其他与经营活动有关的现金(万元),9405,8187,7839,6448,8240,9420,10563,9706, 
 经营活动现金流出小计(万元),65081,79157,67091,60369,55660,61980,74086,67014, 
 经营活动产生的现金流量净额(万元),5012,6371,6092,15469,25726,12928,12127,10815, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),8,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),18,18,89,16,8,69,274,632, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),11600,69,642,638,--,--,20,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),11626,87,731,655,8,69,294,632, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),27219,11870,10348,3198,1504,3533,5151,8538, 
 投资所支付的现金(万元),--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,23,--, 
 支付的其他与投资活动有关的现金(万元),11600,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),38819,11870,10348,3198,1504,3533,5173,8538, 
 投资活动产生的现金流量净额(万元),-27193,-11783,-9618,-2544,-1496,-3464,-4880,-7906, 
 吸收投资收到的现金(万元),--,56348,20142,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),60956,59252,66490,81494,96699,102841,85629,74256, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),26,200,12,--,--,--,--,--, 
