 报告日期,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31, 
 销售商品、提供劳务收到的现金(万元),767847,736452,533758,510995,371598, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--, 
 收到的税费返还(万元),296,862,16,40,92, 
 收到的其他与经营活动有关的现金(万元),55244,47587,39434,34277,29207, 
 经营活动现金流入小计(万元),823387,784901,573208,545312,400897, 
 购买商品、接受劳务支付的现金(万元),598306,615819,434935,465765,322845, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),41295,39061,32686,25603,20332, 
 支付的各项税费(万元),21485,15937,10463,10335,8853, 
 支付的其他与经营活动有关的现金(万元),71575,48891,44385,32097,28037, 
 经营活动现金流出小计(万元),732661,719708,522469,533800,380067, 
 经营活动产生的现金流量净额(万元),90726,65193,50739,11512,20830, 
 收回投资所收到的现金(万元),4381,11280,169,873,1489, 
 取得投资收益所收到的现金(万元),--,12545,14354,818,468, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),311,111,41,387,871, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,152,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--, 
 投资活动现金流入小计(万元),4692,23936,14564,2229,2827, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),606129,327077,75733,6337,2771, 
 投资所支付的现金(万元),532,--,177,2189,289, 
 质押贷款净增加额(万元),--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,3526, 
 支付的其他与投资活动有关的现金(万元),--,132,--,7803,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--, 
 投资活动现金流出小计(万元),606660,327209,75910,16329,6586, 
 投资活动产生的现金流量净额(万元),-601968,-303273,-61346,-14100,-3758, 
 吸收投资收到的现金(万元),62255,32095,--,24500,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),62255,32095,--,24500,--, 
 取得借款收到的现金(万元),578210,455900,106197,137300,97977, 
 发行债券收到的现金(万元),--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),15117,138,654,55,--, 
 筹资活动现金流入小计(万元),655582,488133,106851,161855,97977, 
