 报告日期,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),162347,125318,102802,82850,50628, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--, 
 收到的税费返还(万元),365,166,153,--,0, 
 收到的其他与经营活动有关的现金(万元),4550,2926,5682,1570,3960, 
 经营活动现金流入小计(万元),167261,128409,108637,84420,54588, 
 购买商品、接受劳务支付的现金(万元),114769,82615,69763,60113,37611, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),9089,7325,5597,3338,2629, 
 支付的各项税费(万元),15025,12014,8379,6500,5346, 
 支付的其他与经营活动有关的现金(万元),13553,11996,8718,7186,5975, 
 经营活动现金流出小计(万元),152436,113950,92457,77137,51561, 
 经营活动产生的现金流量净额(万元),14825,14460,16181,7283,3027, 
 收回投资所收到的现金(万元),--,--,--,--,2741, 
 取得投资收益所收到的现金(万元),--,--,--,--,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),463,96,21,6,8061, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,0, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--, 
 投资活动现金流入小计(万元),463,96,21,6,10802, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),11627,13224,10868,7475,4912, 
 投资所支付的现金(万元),--,7431,--,--,0, 
 质押贷款净增加额(万元),--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,11091,--,497, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--, 
 投资活动现金流出小计(万元),11627,20655,21959,7475,5410, 
 投资活动产生的现金流量净额(万元),-11164,-20560,-21938,-7470,5392, 
 吸收投资收到的现金(万元),--,--,--,11250,3600, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,0, 
 取得借款收到的现金(万元),103205,95398,98917,55086,29822, 
 发行债券收到的现金(万元),--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,996,--,--,0, 
 筹资活动现金流入小计(万元),103205,96394,98917,66336,33422, 
 偿还债务支付的现金(万元),91686,85167,92157,51799,31386, 
 分配股利、利润或偿付利息所支付的现金(万元),9335,8322,2273,9700,5185, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,188, 
 支付其他与筹资活动有关的现金(万元),--,--,996,--,0, 
 筹资活动现金流出小计(万元),101021,93489,95427,61499,36571, 
 筹资活动产生的现金流量净额(万元),2184,2906,3490,4837,-3150, 
 汇率变动对现金及现金等价物的影响(万元),11,-29,-11,0,-11, 
 现金及现金等价物净增加额(万元),5856,-3223,-2278,4651,5259, 
 加:期初现金及现金等价物余额(万元),5290,8513,10791,6140,881, 
 期末现金及现金等价物余额(万元),11146,5290,8513,10791,6140, 
 净利润(万元),16096,12671,12239,9766,7436, 
 少数股东损益(万元),--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--, 
 资产减值准备(万元),2326,689,395,430,-477, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),6393,5513,4216,2298,1468, 
 无形资产摊销(万元),444,444,340,8,0, 
 长期待摊费用摊销(万元),144,181,146,47,1, 
 待摊费用的减少(万元),--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-163,38,88,3,3, 
 固定资产报废损失(万元),--,--,--,--,0, 
 公允价值变动损失(万元),--,--,--,--,0, 
 递延收益增加(减：减少)(万元),--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--, 
 财务费用(万元),3765,3425,1752,999,1806, 
 投资损失(万元),-1264,-10,14,--,0, 
 递延所得税资产减少(万元),-197,-142,-510,-356,-234, 
 递延所得税负债增加(万元),--,--,--,--,0, 
 存货的减少(万元),-9921,-4329,-2425,-5399,-721, 
 经营性应收项目的减少(万元),-14635,-18327,-5002,-4489,-5811, 
 经营性应付项目的增加(万元),11835,14308,4928,3976,-443, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--, 
 其他(万元),--,--,--,--,--, 
 经营活动产生现金流量净额(万元),14825,14460,16181,7283,3027, 
 债务转为资本(万元),--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--, 
 现金的期末余额(万元),11146,5290,8513,10791,6140, 
 现金的期初余额(万元),5290,8513,10791,6140,881, 
 现金等价物的期末余额(万元),--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),5856,-3223,-2278,4651,5259, 

