 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31, 
 销售商品、提供劳务收到的现金(万元),57621,56632,37065,10478,4503, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--, 
 收到的税费返还(万元),4922,5373,1747,620,143, 
 收到的其他与经营活动有关的现金(万元),1227,146,192,359,176, 
 经营活动现金流入小计(万元),63770,62151,39003,11457,4822, 
 购买商品、接受劳务支付的现金(万元),36597,35405,19334,6263,2325, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),5237,3846,3377,2211,1462, 
 支付的各项税费(万元),2147,2811,291,9,17, 
 支付的其他与经营活动有关的现金(万元),6361,7232,6551,2033,1087, 
 经营活动现金流出小计(万元),50342,49294,29552,10516,4891, 
 经营活动产生的现金流量净额(万元),13428,12857,9451,941,-69, 
 收回投资所收到的现金(万元),5194,--,--,--,--, 
 取得投资收益所收到的现金(万元),11,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,0,0,--,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,319,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--, 
 投资活动现金流入小计(万元),5205,0,320,0,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),2877,1574,453,121,93, 
 投资所支付的现金(万元),6566,2438,14,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,150,1119,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--, 
 投资活动现金流出小计(万元),9443,4162,1587,121,93, 
 投资活动产生的现金流量净额(万元),-4238,-4162,-1267,-121,-93, 
 吸收投资收到的现金(万元),--,0,111,200,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,0,--,--,--, 
 取得借款收到的现金(万元),--,300,700,900,550, 
 发行债券收到的现金(万元),--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,500,--, 
 筹资活动现金流入小计(万元),0,300,811,1600,550, 
 偿还债务支付的现金(万元),--,1000,900,550,--, 
 分配股利、利润或偿付利息所支付的现金(万元),--,11,542,55,1, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),359,130,1286,500,--, 
 筹资活动现金流出小计(万元),359,1141,2729,1105,1, 
 筹资活动产生的现金流量净额(万元),-359,-841,-1918,495,549, 
 汇率变动对现金及现金等价物的影响(万元),1004,-503,227,93,-5, 
 现金及现金等价物净增加额(万元),9835,7352,6493,1407,383, 
 加:期初现金及现金等价物余额(万元),16708,9357,2864,1457,1074, 
 期末现金及现金等价物余额(万元),26543,16708,9357,2864,1457, 
 净利润(万元),16038,16945,8416,--,--, 
 少数股东损益(万元),--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--, 
 资产减值准备(万元),898,1864,529,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),714,276,124,--,--, 
 无形资产摊销(万元),58,9,4,--,--, 
 长期待摊费用摊销(万元),62,24,5,--,--, 
 待摊费用的减少(万元),--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,--,--,--, 
 固定资产报废损失(万元),1,11,7,--,--, 
 公允价值变动损失(万元),--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--, 
 财务费用(万元),-700,826,-276,--,--, 
 投资损失(万元),28,--,--,--,--, 
 递延所得税资产减少(万元),-72,90,-203,--,--, 
 递延所得税负债增加(万元),238,104,279,--,--, 
 存货的减少(万元),-5446,-3888,-3700,--,--, 
 经营性应收项目的减少(万元),54,-2484,-1692,--,--, 
 经营性应付项目的增加(万元),1555,-920,2689,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--, 
 其他(万元),--,--,3269,--,--, 
 经营活动产生现金流量净额(万元),13428,12857,9451,--,--, 
 债务转为资本(万元),--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--, 
 现金的期末余额(万元),26543,16708,9357,2864,1457, 
 现金的期初余额(万元),16708,9357,2864,1457,1074, 
 现金等价物的期末余额(万元),--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),9835,7352,6493,1407,383, 

