 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),161379,157892,148030,169299,139901,66649,69747, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),8832,7484,971,3644,4603,4104,3632, 
 收到的其他与经营活动有关的现金(万元),5048,2861,745,3112,10004,3143,1495, 
 经营活动现金流入小计(万元),175259,168236,149745,176055,154508,73895,74874, 
 购买商品、接受劳务支付的现金(万元),93226,93089,71313,73074,85106,37221,38137, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),44845,27494,23545,22049,19909,15923,11037, 
 支付的各项税费(万元),11120,11557,9623,9253,8812,4328,2573, 
 支付的其他与经营活动有关的现金(万元),15423,10930,21028,13937,13707,15679,7269, 
 经营活动现金流出小计(万元),164614,143070,125510,118313,127535,73151,59016, 
 经营活动产生的现金流量净额(万元),10644,25167,24235,57742,26974,744,15858, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,48, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),2288,786,134,59,434,8,102, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),2288,786,134,59,434,8,150, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),71570,48128,22751,16737,35940,34151,26052, 
 投资所支付的现金(万元),17863,--,--,--,46,--,66, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),3459,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),92893,48128,22751,16737,35986,34151,26119, 
 投资活动产生的现金流量净额(万元),-90605,-47342,-22617,-16678,-35553,-34143,-25969, 
 吸收投资收到的现金(万元),--,85634,--,--,1502,20000,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),79452,27782,9838,30700,70438,67826,57748, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),11500,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),90952,113416,9838,30700,71940,87826,57748, 
 偿还债务支付的现金(万元),34931,25015,25011,54489,40130,51536,44464, 
 分配股利、利润或偿付利息所支付的现金(万元),15764,6452,2817,5877,13398,3402,2506, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),9900,981,--,--,--,--,--, 
 筹资活动现金流出小计(万元),60595,32448,27829,60367,53529,54938,46970, 
 筹资活动产生的现金流量净额(万元),30358,80968,-17991,-29667,18411,32888,10778, 
 汇率变动对现金及现金等价物的影响(万元),1158,-1186,1215,1383,-215,664,825, 
 现金及现金等价物净增加额(万元),-48444,57607,-15158,12781,9617,154,1492, 
 加:期初现金及现金等价物余额(万元),69195,11587,26745,13964,4347,4193,2701, 
 期末现金及现金等价物余额(万元),20750,69195,11587,26745,13964,4347,4193, 
 净利润(万元),2997,39452,39412,18856,6086,4898,5360, 
 少数股东损益(万元),--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--, 
 资产减值准备(万元),-1636,2255,1531,31,1612,1064,555, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),14849,12421,10447,9037,7082,5734,4687, 
 无形资产摊销(万元),157,157,156,154,141,136,123, 
 长期待摊费用摊销(万元),7362,5388,5891,6563,5594,5566,3836, 
 待摊费用的减少(万元),--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-7,-156,62,20,329,1,-10, 
 固定资产报废损失(万元),--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--, 
 财务费用(万元),3378,3588,2749,3933,4021,2424,1650, 
 投资损失(万元),--,--,--,--,--,--,2, 
 递延所得税资产减少(万元),-15,-4,12,195,-3,-58,-1, 
 递延所得税负债增加(万元),-12,185,294,148,328,233,--, 
 存货的减少(万元),-8047,-4030,2993,-2991,-18749,-4850,11946, 
 经营性应收项目的减少(万元),-10295,-26906,-11640,13928,-4894,-5387,-14334, 
 经营性应付项目的增加(万元),1913,-7182,-27673,7853,23666,-11029,2042, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--, 
 其他(万元),--,--,--,14,1761,2013,--, 
 经营活动产生现金流量净额(万元),10644,25167,24235,57742,26974,744,15858, 
 债务转为资本(万元),--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--, 
 现金的期末余额(万元),20750,69195,11587,26745,13964,4347,4193, 
 现金的期初余额(万元),69195,11587,26745,13964,4347,4193,2701, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-48444,57607,-15158,12781,9617,154,1492, 

