 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31, 
 销售商品、提供劳务收到的现金(万元),39814827,36840522,28653294,19190827,16830907,15343707,11610884,10364887,8811969,5759533,4278326,4471280,1906330,1270026, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 收到的其他与经营活动有关的现金(万元),2580188,4385566,2630268,1915676,1701855,2223968,548059,689467,297605,188979,147859,125112,47732,12868, 
 经营活动现金流入小计(万元),42395015,41226089,31283562,21106503,18532762,17567675,12158943,11054354,9109574,5948513,4426184,4596392,1954062,1282894, 
 购买商品、接受劳务支付的现金(万元),25589521,23487636,17846870,12997942,9523183,12865695,8732365,8491824,6664590,3456021,3021807,4617107,1745384,842809, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,0,--,0,0,0,0, 
