 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2009-12-31,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),464266,489434,391109,331981,313451,254081,211502,197625,114926,86094,70824, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,177,141,287, 
 收到的其他与经营活动有关的现金(万元),36477,18906,19447,16361,10376,7653,5371,8886,3242,83870,21673, 
 经营活动现金流入小计(万元),500743,508340,410555,348343,323827,261734,216873,206511,118346,170105,92785, 
 购买商品、接受劳务支付的现金(万元),475618,447267,312094,265701,248749,205314,167509,181088,99844,80217,56431, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),24130,18387,16484,15215,10901,8218,7208,5137,2763,2362,1962, 
 支付的各项税费(万元),30087,21720,21312,18313,17131,13553,9270,7668,3168,3564,3071, 
 支付的其他与经营活动有关的现金(万元),25975,17753,16156,14274,15540,12429,10177,12811,13831,77792,26006, 
 经营活动现金流出小计(万元),564225,513008,366046,313502,292321,239513,194165,206703,119606,163935,87471, 
 经营活动产生的现金流量净额(万元),-63482,-4668,44509,34840,31506,22221,22707,-191,-1261,6170,5313, 
 收回投资所收到的现金(万元),13300,133699,--,--,--,--,5180,--,--,180,3330, 
 取得投资收益所收到的现金(万元),130,1272,307,--,--,--,1920,960,--,--,79, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),284,168,82,127,556,52,2456,886,48,38,37, 
 处置子公司及其他营业单位收到的现金净额(万元),-0,35,509,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,30900,--,--,--,--,--,--,--,3, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),13714,135174,31798,127,556,52,9556,1846,48,218,3449, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),65661,55779,2398,7012,1955,2604,3720,4580,2264,5080,809, 
 投资所支付的现金(万元),11800,108301,--,3100,7,--,--,12000,--,3498,1781, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),13972,-0,-5462,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,60900,--,124,--,21,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),91434,164080,57836,10112,2086,2604,3741,16580,2264,8578,2590, 
 投资活动产生的现金流量净额(万元),-77719,-28906,-26038,-9985,-1530,-2552,5816,-14734,-2216,-8359,859, 
 吸收投资收到的现金(万元),500,8070,58364,--,--,--,--,2400,--,400,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),500,8070,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),212262,64113,12793,77731,39700,7100,18500,41500,20595,5297,10040, 
 发行债券收到的现金(万元),69099,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),50380,2266,2804,2046,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),332241,74449,73960,79777,39700,7100,18500,43900,20595,5697,10040, 
 偿还债务支付的现金(万元),149071,32546,18793,73000,32700,18600,32500,16800,11998,1747,15337, 
 分配股利、利润或偿付利息所支付的现金(万元),10926,8524,707,18698,14934,12732,6120,5550,502,327,878, 
 其中：子公司支付给少数股东的股利、利润(万元),0,450,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),16329,2550,2718,2400,2046,231,1827,2072,179,102,0, 
 筹资活动现金流出小计(万元),176326,43619,22218,94098,49680,31564,40447,24422,12679,2176,16215, 
 筹资活动产生的现金流量净额(万元),155916,30830,51742,-14321,-9980,-24464,-21947,19478,7916,3521,-6175, 
 汇率变动对现金及现金等价物的影响(万元),47,89,113,-59,-60,1,--,0,--,--,--, 
 现金及现金等价物净增加额(万元),14761,-2655,70327,10475,19936,-4794,6576,4552,4440,1332,-2, 
 加:期初现金及现金等价物余额(万元),126974,129629,59302,48826,28890,33685,27109,22557,5361,3536,3538, 
 期末现金及现金等价物余额(万元),141735,126974,129629,59302,48826,28890,33685,27109,9801,4868,3536, 
 净利润(万元),40126,38309,36721,30756,26752,17672,--,--,7941,7623,6551, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,-12,--,--, 
