 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31, 
 销售商品、提供劳务收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 客户存款和同业存放款项净增加额(万元),19604400,--,44323200,70332400,33077700,59652500,28732800,--,39321100,48125100,17062000,23408700,9324200,9555300,8966400, 
 向中央银行借款净增加额(万元,4398000,5355000,14655000,--,5005000,--,--,--,--,--,--,0,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 处置交易性金融资产净增加额(万元),1785000,1471200,3785100,138200,2391600,546500,166300,486400,214500,412500,13000,0,9700,408300,--, 
 收取利息、手续费及佣金的现金(万元),29308200,27882800,25935000,24570100,22186400,18051400,14819400,11252000,7695100,6082000,6175000,4250800,3010000,2017300,1609500, 
 拆入资金净增加额(万元),3648000,--,3374700,2935000,--,2440900,1380200,--,257000,294800,32400,0,239400,--,--, 
 回购业务资金净增加额(万元),--,1416200,4917200,2955000,3365700,--,143700,543100,32300,314200,--,1401000,38900,--,193700, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 收到的其他与经营活动有关的现金(万元),3676000,928700,2366300,1718400,705900,2117800,1031100,1046900,644300,294500,377200,77900,47200,588300,--, 
 经营活动现金流入小计(万元),78305400,101576600,103730000,104745000,90318500,83529500,57980900,76707000,52749900,55523100,29751700,29206100,12733700,12855300,11834700, 
 购买商品、接受劳务支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 客户贷款及垫款净增加额(万元),45095000,36554400,36911200,35895200,23711100,28862300,22847400,17478700,20119300,33597200,9064700,11204100,9689200,6720200,5229300, 
 存放中央银行和同业款项净增加额(万元),--,2417200,4683300,240000,3737800,8254400,5857700,--,10238100,3928600,1081000,4356000,1236700,1275200,577400, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 支付利息、手续费及佣金的现金(万元),10543100,10603700,9727000,10396600,9971300,7039900,5525400,3579800,2235000,2031900,2021700,1414300,1221500,933100,699400, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 支付给职工以及为职工支付的现金(万元),2355500,2750000,2396500,2183200,2013700,1786300,1371800,1127400,919300,724600,523300,314800,197300,177000,128500, 
 支付的各项税费(万元),2730100,2423200,2595200,2479900,2314900,2155500,1941000,1565000,885800,1082500,890500,348700,244500,187900,173400, 
 支付的其他与经营活动有关的现金(万元),3928200,2514900,4876100,4640600,5207100,2532400,1667600,1175800,1144300,1094700,462400,998800,422700,--,728900, 
 经营活动现金流出小计(万元),68073800,96169200,81848900,106828500,86903500,97152300,63523500,46696600,49017400,56292800,15728600,26254200,13491100,13620300,8809100, 
 经营活动产生的现金流量净额(万元),10231600,5407400,21881100,-2083500,3415000,-13622800,-5542600,30010400,3732500,-769700,14023100,2951900,-757400,-765000,3025600, 
 收回投资所收到的现金(万元),139600400,100723700,54565800,63892000,40943700,47835400,54760800,49335400,39960200,21075200,37152400,25411800,21164800,21248100,9722100, 
 取得投资收益所收到的现金(万元),32000,17800,8000,6900,13500,4600,1400,3700,5800,700,100,300,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),115400,5200,10900,2200,2600,13000,400,7900,73600,9000,6800,0,6300,47600,38500, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,6200,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 投资活动现金流入小计(万元),139747800,100746700,54584700,63901100,40959800,47853000,54762600,49347000,40039600,21084900,37159300,25418300,21171100,21295700,9760600, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),475400,798000,770800,642700,1143200,529200,358800,197300,164700,219200,152300,140800,74000,67000,39000, 
 投资所支付的现金(万元),153545900,113159200,71449000,77511100,44645100,48356200,64539000,50209500,43814700,19998500,42761900,28789800,23013300,20795600,12366600, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),183800,159000,10000,2700,--,--,--,--,--,1300700,--,0,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 投资活动现金流出小计(万元),154205100,114116200,72229800,78156500,45788300,48885400,64897800,50406800,43979400,21518400,42914200,28930600,23087300,20862600,12405600, 
 投资活动产生的现金流量净额(万元),-14457300,-13369500,-17645100,-14255400,-4828500,-1032400,-10135200,-1059800,-3939800,-433500,-5754900,-3512300,-1916200,433100,-2645000, 
 吸收投资收到的现金(万元),--,784700,--,1188800,--,--,--,2576500,--,149900,--,4483600,740000,860000,250000, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,--,--,--, 
 发行债券收到的现金(万元),92216100,86289000,60440600,31096600,9782600,3039400,3536500,--,1979800,--,--,0,600000,--,600000, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,27300,--,--,--, 
 筹资活动现金流入小计(万元),92550400,87073700,64268500,32285400,9966900,3039400,3536500,2576500,1979800,149900,--,4510900,1340000,860000,850000, 
 偿还债务支付的现金(万元),81523000,80144700,50784000,15329600,3974500,933700,1283100,400000,599000,--,--,55100,--,--,--, 
 分配股利、利润或偿付利息所支付的现金(万元),3623200,2984500,2472200,855700,1553000,933500,793600,388500,425800,615700,272000,72600,329800,28500,1400, 
