 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),190722,321159,271721,121152,71916,60087,34034,61653,58925,37731,24718, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),5947,5384,4714,5690,6558,4812,2560,4763,3064,2632,1606, 
 收到的其他与经营活动有关的现金(万元),23000,16800,17038,43206,3650,1780,2556,2342,211,671,681, 
 经营活动现金流入小计(万元),219669,343343,293472,170049,82125,66679,39150,68758,62200,41033,27005, 
 购买商品、接受劳务支付的现金(万元),84230,281972,213603,89644,56396,43231,29530,52517,46508,33356,19966, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),21542,20699,16887,15948,14262,11126,10387,9551,5675,3036,2649, 
 支付的各项税费(万元),7891,9215,13951,2401,1178,568,2800,2402,613,230,123, 
 支付的其他与经营活动有关的现金(万元),73828,22837,24143,47754,14176,8693,5584,8860,7326,4394,3353, 
 经营活动现金流出小计(万元),187492,334723,268584,155747,86013,63619,48302,73329,60123,41016,26091, 
 经营活动产生的现金流量净额(万元),32177,8620,24888,14302,-3888,3061,-9152,-4572,2078,17,913, 
 收回投资所收到的现金(万元),76,4750,--,--,--,300,--,--,9520,--,--, 
 取得投资收益所收到的现金(万元),--,163,--,--,--,--,--,--,21,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),17,40,--,2,22,67,23,3,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),28264,--,--,50,5583,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),31094,1466,1832,15721,--,500,300,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),59451,6419,1832,15773,5605,867,323,3,9541,0,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),22913,69928,23708,42180,3461,1340,323,9316,1642,272,650, 
 投资所支付的现金(万元),--,--,4250,500,--,--,--,--,9520,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),20914,--,9236,9734,7421,--,--,--,2851,2651,--, 
 支付的其他与投资活动有关的现金(万元),1994,1650,4690,442,203,--,--,--,--,--,--, 
