 报告日期,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31, 
 销售商品、提供劳务收到的现金(万元),211817,443267,336345,45362,138137,357818,203671,339561,11133,11264,39244,32190, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 收到的税费返还(万元),--,11,--,--,--,--,--,--,--,12,1677,1602, 
 收到的其他与经营活动有关的现金(万元),717001,123747,204203,6295,20422,32706,113374,6401,3343,1360,2098,8673, 
 经营活动现金流入小计(万元),928818,567024,540548,51657,158560,390524,317045,345963,14476,12636,43019,42466, 
 购买商品、接受劳务支付的现金(万元),438639,491863,334545,336429,237269,232812,251390,227543,9286,9951,27719,29798, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 支付给职工以及为职工支付的现金(万元),65009,53306,46934,26850,14348,10910,6178,3891,1001,1069,3181,1997, 
 支付的各项税费(万元),26933,32628,45878,33331,35835,71968,64083,36360,364,234,2247,890, 
 支付的其他与经营活动有关的现金(万元),605722,280377,156315,37827,14470,37536,27469,15253,2696,1113,5051,3701, 
 经营活动现金流出小计(万元),1136302,858173,583673,434437,301921,353226,349120,283047,13347,12367,38198,36385, 
 经营活动产生的现金流量净额(万元),-207484,-291149,-43125,-382780,-143362,37297,-32075,62916,1129,268,4820,6081, 
 收回投资所收到的现金(万元),87055,8427,170430,30300,58086,100,--,0,--,--,60,117, 
 取得投资收益所收到的现金(万元),2891,80,44344,12788,647,7330,--,42,280,45,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),380,2,31,19,0,--,12,0,1,40,1239,5222, 
 处置子公司及其他营业单位收到的现金净额(万元),5650,384,--,--,--,--,--,--,--,--,3,0, 
 收到的其他与投资活动有关的现金(万元),42236,--,--,--,--,0,333,611,--,--,0,3637, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 投资活动现金流入小计(万元),138212,8893,214805,43107,58734,7430,346,653,281,85,1302,8976, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),5246,12997,6197,16773,18355,1151,1340,5698,446,434,2317,1550, 
 投资所支付的现金(万元),944989,129238,104153,78500,6483,112184,25600,6100,--,--,0,5579, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,99576,35907,--,--,--,--,11158,--,--,0,0, 
 支付的其他与投资活动有关的现金(万元),--,6143,--,--,--,6687,--,0,27,--,6334,1310, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 投资活动现金流出小计(万元),950235,247954,146256,95273,24838,120022,26940,22955,473,434,8652,8439, 
 投资活动产生的现金流量净额(万元),-812022,-239061,68549,-52166,33896,-112592,-26595,-22303,-192,-349,-7350,538, 
 吸收投资收到的现金(万元),74186,387786,--,296340,20000,2000,3000,0,--,--,4998,273, 
 其中：子公司吸收少数股东投资收到的现金(万元),74186,--,--,--,20000,2000,3000,--,--,--,0,0, 
 取得借款收到的现金(万元),1448240,1236978,962182,814530,634000,433770,199800,139921,--,--,900,0, 
 发行债券收到的现金(万元),55032,287000,94057,--,--,--,--,--,--,--,0,0, 
 收到其他与筹资活动有关的现金(万元),--,--,--,723,16367,--,23997,0,--,--,0,0, 
 筹资活动现金流入小计(万元),1577458,1911764,1056239,1111593,670367,435770,226797,139921,--,--,5898,273, 
 偿还债务支付的现金(万元),819770,889853,976650,473938,321133,263600,216921,113000,1238,--,1468,5905, 
 分配股利、利润或偿付利息所支付的现金(万元),200408,130421,144889,136765,118310,69627,18482,9639,--,--,2237,2066, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 支付其他与筹资活动有关的现金(万元),842,559,211,4173,16569,24070,--,1595,--,--,0,0, 
 筹资活动现金流出小计(万元),1021020,1020833,1121750,614876,456012,357297,235402,124234,1238,--,3705,7972, 
 筹资活动产生的现金流量净额(万元),556438,890932,-65511,496717,214356,78473,-8605,15687,-1238,--,2193,-7699, 
 汇率变动对现金及现金等价物的影响(万元),4886,394,1029,--,--,--,--,--,--,--,-125,-107, 
 现金及现金等价物净增加额(万元),-458182,361116,-39058,61771,104889,3179,-67275,56300,-301,-81,-461,-1188, 
 加:期初现金及现金等价物余额(万元),520540,159424,198483,136711,31822,27503,91422,35122,1895,1977,2438,3626, 
 期末现金及现金等价物余额(万元),62358,520540,159424,198483,136711,30681,24148,91422,1595,1895,1977,2438, 
 净利润(万元),-253717,14628,29250,29437,21072,101812,53781,91170,12706,-10088,-23836,1591, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,637,0, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 资产减值准备(万元),-628,10550,-10829,13204,-2548,2484,-63,1669,-11,2755,12403,-253, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),34365,4378,2543,2691,1600,1327,852,551,1488,1532,2042,1813, 
 无形资产摊销(万元),1251,354,228,117,87,74,35,19,50,52,124,274, 
 长期待摊费用摊销(万元),619,340,20,3,21,21,25,46,0,--,274,14, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-142,230,-16,29,11,--,-1,--,60,1047,2240,-483, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,0,--,0,0, 
 公允价值变动损失(万元),-413,--,--,--,--,--,--,--,0,--,0,0, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 财务费用(万元),147090,12543,7647,6632,18986,22196,-32,-611,4086,4425,6084,4007, 
 投资损失(万元),13814,277,-46740,-5295,-2122,-8666,21,-42,61,-570,273,-15, 
 递延所得税资产减少(万元),-14826,-13313,2791,-3013,190,797,-640,2742,-62,-318,-152,0, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,0,0,0,0, 
 存货的减少(万元),-507782,-425582,-209281,-260258,-242935,117972,-209065,-33177,-69,-143,-2048,-915, 
 经营性应收项目的减少(万元),124734,-160165,119037,-175027,49127,-211785,122835,-28448,-18077,1354,4084,-3607, 
 经营性应付项目的增加(万元),248150,264611,62225,8699,13150,11066,176,28997,899,223,2694,3654, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
 其他(万元),--,--,--,--,--,--,--,--,0,--,0,0, 
 经营活动产生现金流量净额(万元),-207484,-291149,-43125,-382780,-143362,37297,-32075,62916,1129,268,4820,6081, 
 债务转为资本(万元),39357,--,--,--,--,--,--,--,--,--,0,0, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,0,0, 
