 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),339397,320672,255745,237589,300190,253971,201067,120656,106234,63283,69507,51814, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,0,0,0,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,0,0,0,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,0,0,0,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,0,0,0,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,0,0,0,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,0,0,0,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,0,0,0,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,0,0,0,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,0,0,0,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,0,0,0,--, 
 收到的税费返还(万元),615,2239,3818,3810,8571,4242,4235,547,15,0,0,--, 
 收到的其他与经营活动有关的现金(万元),2763,6159,4668,6930,2175,2110,3310,2424,1302,2910,292,1669, 
 经营活动现金流入小计(万元),342775,329070,264230,248328,310936,260323,208613,123627,107551,66193,69799,53484, 
 购买商品、接受劳务支付的现金(万元),269471,277595,197561,180672,254455,201762,145684,104459,70263,41302,50394,36365, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,0,0,0,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,0,0,0,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,0,0,0,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,0,0,0,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,0,0,0,--, 
 支付给职工以及为职工支付的现金(万元),45792,40348,35165,31241,27787,25478,22790,16722,11715,7164,5342,4452, 
 支付的各项税费(万元),7969,7386,6121,6056,7068,6644,7119,5620,5540,2159,3051,1529, 
 支付的其他与经营活动有关的现金(万元),12223,10065,12946,11137,18743,13376,11793,13186,10165,6158,7726,4601, 
 经营活动现金流出小计(万元),335455,335394,251793,229106,308053,247261,187385,139987,97683,56783,66513,46946, 
 经营活动产生的现金流量净额(万元),7320,-6324,12437,19223,2884,13062,21228,-16360,9868,9410,3286,6538, 
 收回投资所收到的现金(万元),176,175,--,990,210,--,5,400,630,0,0,--, 
 取得投资收益所收到的现金(万元),441,2135,301,220,124,--,225,101,8,400,36,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),173,133,140,188,219,75,79,7,0,50,45,25, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,2,--,--,--,0,392,0,--, 
 收到的其他与投资活动有关的现金(万元),80200,34388,23348,--,8,987,89,--,0,343,97,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,0,0,0,--, 
 投资活动现金流入小计(万元),80989,36832,23789,1398,563,1061,399,509,638,1184,177,25, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),8003,10597,6871,4412,8214,17775,13699,5575,8706,3184,2680,2079, 
 投资所支付的现金(万元),1953,6522,7725,2845,3063,990,--,1580,2861,760,1095,240, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,0,0,0,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,394,0,0,0,--, 
 支付的其他与投资活动有关的现金(万元),85439,35014,24227,2099,--,96,--,80,212,0,0,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,0,0,0,--, 
 投资活动现金流出小计(万元),95395,52133,38823,9357,11277,18861,13699,7629,11779,3944,3775,2319, 
 投资活动产生的现金流量净额(万元),-14406,-15302,-15034,-7959,-10715,-17800,-13300,-7120,-11141,-2760,-3597,-2294, 
 吸收投资收到的现金(万元),263,205,286,439,230,6535,6352,49400,156,81,1272,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),263,205,286,439,230,6239,1644,640,156,81,24,--, 
 取得借款收到的现金(万元),84392,84389,28746,16157,38196,25938,23764,31920,20500,7000,9700,10200, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,0,0,0,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,0,0,0,--, 
 筹资活动现金流入小计(万元),84654,84594,29031,16596,38426,32473,30117,81320,20656,7081,10972,10200, 
 偿还债务支付的现金(万元),78124,49060,21162,14981,33587,32907,28000,24000,8000,9200,8700,9250, 
 分配股利、利润或偿付利息所支付的现金(万元),5193,5720,2414,4158,2884,4452,4249,1075,3256,1204,1096,646, 
 其中：子公司支付给少数股东的股利、利润(万元),1977,2528,1277,1780,676,361,335,79,116,135,175,--, 
 支付其他与筹资活动有关的现金(万元),181,6822,--,--,3576,21,--,849,0,0,0,--, 
