 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),226062,208693,125880,57966,52001,36731,52538,46512,39985,27041, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),2750,1006,121,131,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),44217,39599,21661,3786,9352,2015,1390,481,1612,441, 
 经营活动现金流入小计(万元),273028,249297,147662,61883,61353,38746,53928,46993,41597,27483, 
 购买商品、接受劳务支付的现金(万元),155631,263969,115915,40782,41076,25595,43767,30123,28056,21255, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),35128,38180,24445,10416,9322,7103,5706,3776,2707,1828, 
 支付的各项税费(万元),8127,17497,4892,2282,3148,2949,3308,2294,3258,1540, 
 支付的其他与经营活动有关的现金(万元),50851,64653,34086,13807,4231,5168,3576,2969,2980,1675, 
 经营活动现金流出小计(万元),249736,384298,179339,67287,57777,40815,56358,39161,37001,26298, 
 经营活动产生的现金流量净额(万元),23292,-135001,-31676,-5405,3576,-2069,-2430,7831,4596,1184, 
 收回投资所收到的现金(万元),3685,20854,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),29,380,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1022,84,--,--,560,5588,123,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,2858,15801,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),254,3464,323,25,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),4990,27640,16123,25,560,5588,123,0,0,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),61392,86131,54755,23805,7590,11486,16613,7519,11252,3692, 
 投资所支付的现金(万元),318,46586,6075,2620,--,1123,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,4789,30682,7410,--,3584,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,31,--,--,--,30,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),61710,137537,91512,33835,7590,16223,16613,7519,11252,3692, 
 投资活动产生的现金流量净额(万元),-56720,-109898,-75388,-33810,-7029,-10635,-16490,-7519,-11252,-3692, 
 吸收投资收到的现金(万元),157,127865,1200,32648,--,--,26160,--,--,2519, 
 其中：子公司吸收少数股东投资收到的现金(万元),157,--,1200,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),147541,341268,227936,30600,14000,11300,8513,35758,17881,8800, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),158053,181386,49857,18220,13950,13812,4845,833,1567,1252, 
 筹资活动现金流入小计(万元),305751,650519,278992,81468,27950,25112,39518,36591,19448,12571, 
 偿还债务支付的现金(万元),200288,120503,62924,20950,10050,8763,16500,31758,11781,2900, 
 分配股利、利润或偿付利息所支付的现金(万元),13032,20609,6438,1374,616,1225,794,1069,601,356, 
