 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31, 
 销售商品、提供劳务收到的现金(万元),18850218,16324397,13653655,11086909,9121679,7929293,6450472,5955533,5659041,2385889,1707139,3110646,744676, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),102065,113816,79896,61222,30581,38785,29629,29991,27562,12447,26173,8823,10483, 
 收到的其他与经营活动有关的现金(万元),139924,109787,123377,98501,66209,43861,42408,59691,82520,23214,15713,18482,8679, 
 经营活动现金流入小计(万元),19092207,16547999,13856928,11246631,9218469,8011938,6522509,6045216,5769123,2421551,1749026,3137951,763838, 
 购买商品、接受劳务支付的现金(万元),12952776,11134251,10131181,8116199,6424624,5391815,4186412,3844831,3922319,1257610,1003432,2512916,390146, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),1953501,1632864,1213106,786450,693522,640209,561351,513902,400426,204033,189950,132884,45515, 
 支付的各项税费(万元),892986,783518,634810,727244,552399,522274,494278,372415,263024,193719,143299,99006,65418, 
 支付的其他与经营活动有关的现金(万元),1399518,1388707,1072361,1058779,847266,806607,728589,693400,624991,303562,280586,265259,124940, 
 经营活动现金流出小计(万元),17198782,14939340,13051458,10688671,8517811,7360905,5970630,5424548,5210761,1958924,1617267,3010065,626019, 
 经营活动产生的现金流量净额(万元),1893425,1608659,805470,557960,700658,651033,551879,620668,558363,462626,131759,127886,137818, 
 收回投资所收到的现金(万元),73240,27541,68220,105301,465,4988,--,5057,103,--,24,--,--, 
 取得投资收益所收到的现金(万元),24145,28205,13053,10813,7024,81694,4200,484,25935,2637,2591,11,860, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),47124,19127,26093,1121,9669,36047,452,322,536,29,287,3492,5575, 
 处置子公司及其他营业单位收到的现金净额(万元),66027,2362,4113,49810,40465,--,--,--,196,--,0,--,--, 
 收到的其他与投资活动有关的现金(万元),12473,19173,1004,1097,4308,1905,--,--,--,--,158,241,7517, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),223009,96407,112484,168142,61930,124634,4652,5862,26769,2665,3061,3744,13952, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),675704,396716,259799,249174,200543,175126,122800,158432,126422,26281,40209,32734,30676, 
 投资所支付的现金(万元),301679,256640,144879,370922,186495,87076,--,298634,253391,--,68260,1080,0, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),10383,5233,3664735,567227,--,--,--,--,--,--,0,--,--, 
 支付的其他与投资活动有关的现金(万元),1807,--,2714,8160,--,--,--,--,--,--,176,59,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),989574,658589,4072127,1195483,387038,262202,122800,457065,379813,26281,108645,33873,30676, 
 投资活动产生的现金流量净额(万元),-766564,-562182,-3959643,-1027340,-325108,-137569,-118147,-451203,-353043,-23615,-105584,-30129,-16724, 
 吸收投资收到的现金(万元),296876,137999,9418,34248,507557,38102,18486,17712,13510,--,245,0,6138, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,164906,--,--,--,--,--,--,--,80, 
 取得借款收到的现金(万元),1270063,1869464,4344625,660349,126866,137882,116518,205433,217090,18995,17950,18560,23280, 
