 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),27362,27446,26612,25988,25387,23062, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,30,17,15,38, 
 收到的其他与经营活动有关的现金(万元),250,217,485,245,316,256, 
 经营活动现金流入小计(万元),27612,27663,27127,26250,25717,23356, 
 购买商品、接受劳务支付的现金(万元),15902,13712,12970,15923,17610,17327, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),5481,4816,4619,3180,2501,2094, 
 支付的各项税费(万元),2557,2665,2565,2558,1925,1371, 
 支付的其他与经营活动有关的现金(万元),1468,1521,2121,1127,1217,1125, 
 经营活动现金流出小计(万元),25407,22715,22275,22787,23253,21917, 
 经营活动产生的现金流量净额(万元),2205,4948,4852,3464,2465,1439, 
 收回投资所收到的现金(万元),--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),11,11,7,8,6,10, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),2,45,3,72,174,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),68512,21120,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--, 
 投资活动现金流入小计(万元),68525,21176,10,80,180,10, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),2167,2341,1726,1428,1037,1090, 
 投资所支付的现金(万元),--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),5101,--,351,999,--,--, 
 支付的其他与投资活动有关的现金(万元),63650,40400,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--, 
 投资活动现金流出小计(万元),70917,42741,2077,2427,1037,1090, 
 投资活动产生的现金流量净额(万元),-2392,-21565,-2067,-2347,-856,-1080, 
 吸收投资收到的现金(万元),--,21581,--,8757,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,80,--,--, 
 取得借款收到的现金(万元),--,--,--,3355,5695,5150, 
 发行债券收到的现金(万元),--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,120,--,--,--,--, 
 筹资活动现金流入小计(万元),0,21701,0,12112,5695,5150, 
 偿还债务支付的现金(万元),--,--,3300,5750,5150,5150, 
 分配股利、利润或偿付利息所支付的现金(万元),1522,1800,243,4625,904,308, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),526,705,350,290,90,--, 
 筹资活动现金流出小计(万元),2047,2505,3893,10665,6144,5458, 
 筹资活动产生的现金流量净额(万元),-2047,19196,-3893,1446,-449,-308, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-2234,2580,-1108,2563,1159,51, 
 加:期初现金及现金等价物余额(万元),8668,6088,7196,4633,3473,3423, 
 期末现金及现金等价物余额(万元),6434,8668,6088,7196,4633,3473, 
 净利润(万元),3794,3863,4357,2386,2906,--, 
 少数股东损益(万元),--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--, 
 资产减值准备(万元),22,5,66,30,15,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),747,691,619,547,490,--, 
 无形资产摊销(万元),41,40,40,11,11,--, 
 长期待摊费用摊销(万元),6,19,27,38,33,--, 
 待摊费用的减少(万元),--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-1,-19,-5,5,-29,--, 
 固定资产报废损失(万元),1,2,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--, 
 财务费用(万元),10,--,35,240,333,--, 
 投资损失(万元),-739,-290,-7,-8,-6,--, 
 递延所得税资产减少(万元),3,24,36,60,-92,--, 
 递延所得税负债增加(万元),-10,--,--,--,--,--, 
 存货的减少(万元),-522,428,155,319,-533,--, 
 经营性应收项目的减少(万元),-1649,-266,-476,-716,-21,--, 
 经营性应付项目的增加(万元),502,573,7,-780,-642,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--, 
 其他(万元),--,-120,--,1333,--,--, 
 经营活动产生现金流量净额(万元),2205,4948,4852,3464,2465,--, 
 债务转为资本(万元),--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--, 
 现金的期末余额(万元),6434,8668,6088,7196,4633,3473, 
 现金的期初余额(万元),8668,6088,7196,4633,3473,3423, 
 现金等价物的期末余额(万元),--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-2234,2580,-1108,2563,1159,51, 

