 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31, 
 销售商品、提供劳务收到的现金(万元),270010,213642,115966,97363,94437,94477,85859,101171,91642,82892,147242,197316,198765, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,85,--,--,--,--,--,--,0,--,--,17, 
 收到的其他与经营活动有关的现金(万元),29566,28755,7174,1569,2110,4153,6995,5537,13581,2067,46356,6694,1719, 
 经营活动现金流入小计(万元),299577,242397,123225,98932,96548,98630,92854,106708,105223,84959,193599,204010,200501, 
 购买商品、接受劳务支付的现金(万元),282603,202168,104414,94138,85474,79752,69316,88001,78851,67402,165800,184400,177624, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),18799,14897,4526,2422,2687,3055,2635,2766,2477,3346,3938,2527,1824, 
 支付的各项税费(万元),3745,4216,2349,2680,2674,2823,2039,2773,2471,1800,4185,3204,2640, 
 支付的其他与经营活动有关的现金(万元),33421,31518,12100,7321,5643,7718,7739,11918,14255,12326,8366,6987,11452, 
 经营活动现金流出小计(万元),338568,252798,123389,106561,96478,93349,81729,105458,98054,84874,182289,197118,193541, 
 经营活动产生的现金流量净额(万元),-38991,-10401,-164,-7629,69,5281,11125,1250,7169,86,11309,6893,6960, 
 收回投资所收到的现金(万元),--,12000,71450,74770,55000,43300,41000,--,--,0,--,--,--, 
 取得投资收益所收到的现金(万元),--,85,552,1253,823,598,227,--,--,0,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),42,--,0,1,23,11,2,--,0,7,0,4,15, 
 处置子公司及其他营业单位收到的现金净额(万元),--,777,--,--,--,--,--,--,--,0,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,60,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),42,12862,72003,76024,55846,43909,41229,0,0,67,0,4,15, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),11878,8031,2454,953,253,46,1177,2589,284,349,193,46,30, 
 投资所支付的现金(万元),186,1000,69650,66570,55900,58300,46000,--,--,60,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),10000,--,32547,--,--,--,--,--,--,--,2555,--,--, 
 支付的其他与投资活动有关的现金(万元),300,--,--,--,--,--,--,--,--,0,57,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),22364,9031,104652,67523,56153,58346,47177,2589,284,409,2804,46,30, 
 投资活动产生的现金流量净额(万元),-22322,3831,-32649,8501,-307,-14437,-5948,-2589,-284,-343,-2804,-41,-15, 
 吸收投资收到的现金(万元),29400,9800,--,--,--,--,--,--,--,0,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),29400,9800,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),106511,41773,70797,--,--,--,--,--,--,0,3030,15008,32121, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),28201,--,--,--,--,--,--,--,--,0,3414,--,--, 
 筹资活动现金流入小计(万元),164112,51573,70797,0,0,0,0,0,--,0,6444,15008,32121, 
 偿还债务支付的现金(万元),74374,31045,30734,--,--,--,--,--,--,0,13990,18466,36647, 
