 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),38074,22422,17933,14776,9660,9739, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--, 
 收到的税费返还(万元),956,1024,985,213,--,--, 
 收到的其他与经营活动有关的现金(万元),2896,3314,6911,296,374,252, 
 经营活动现金流入小计(万元),41927,26760,25829,15286,10035,9990, 
 购买商品、接受劳务支付的现金(万元),51810,27840,10735,11939,4737,2120, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),2265,1766,1735,1148,1131,682, 
 支付的各项税费(万元),3473,4449,3947,1607,655,402, 
 支付的其他与经营活动有关的现金(万元),6779,1951,1467,7481,787,1330, 
 经营活动现金流出小计(万元),64327,36005,17884,22176,7310,4534, 
 经营活动产生的现金流量净额(万元),-22400,-9245,7946,-6890,2725,5456, 
 收回投资所收到的现金(万元),17395,28425,--,--,--,--, 
 取得投资收益所收到的现金(万元),178,104,21,59,3,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,33,958,--,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),181,47,36,1047,306,14, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--, 
 投资活动现金流入小计(万元),17754,28576,91,2064,309,14, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),8642,112,2040,1308,2116,13247, 
 投资所支付的现金(万元),5130,38990,320,4700,168,3886, 
 质押贷款净增加额(万元),--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),18175,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,1300,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--, 
 投资活动现金流出小计(万元),31947,39102,2360,6008,3584,17133, 
 投资活动产生的现金流量净额(万元),-14193,-10526,-2269,-3944,-3275,-17119, 
 吸收投资收到的现金(万元),--,21866,930,24000,50,6600, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,1100,930,--,--,--, 
 取得借款收到的现金(万元),42299,995,--,11000,7000,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),3955,--,600,1600,20318,11053, 
 筹资活动现金流入小计(万元),46254,22861,1530,36600,27368,17653, 
 偿还债务支付的现金(万元),5287,5031,4215,672,2668,1400, 
 分配股利、利润或偿付利息所支付的现金(万元),2306,615,854,437,791,3512, 
 其中：子公司支付给少数股东的股利、利润(万元),540,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),83,1387,1084,23344,20309,2084, 
 筹资活动现金流出小计(万元),7676,7033,6153,24452,23767,6996, 
 筹资活动产生的现金流量净额(万元),38578,15829,-4623,12148,3601,10657, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),1985,-3943,1054,1313,3050,-1005, 
 加:期初现金及现金等价物余额(万元),2506,6449,5395,4082,1032,2037, 
 期末现金及现金等价物余额(万元),4491,2506,6449,5395,4082,1032, 
 净利润(万元),6405,5389,5023,3466,3314,2613, 
 少数股东损益(万元),--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--, 
 资产减值准备(万元),791,152,251,-121,129,208, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),437,398,365,314,295,66, 
 无形资产摊销(万元),82,81,81,81,80,1468, 
 长期待摊费用摊销(万元),33,38,38,5,--,272, 
 待摊费用的减少(万元),--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),1,--,-31,0,4,-0, 
 固定资产报废损失(万元),--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--, 
 财务费用(万元),1192,710,1135,923,1317,796, 
 投资损失(万元),-105,-175,-19,-28,-24,--, 
 递延所得税资产减少(万元),-55,-350,-57,16,-18,-18, 
 递延所得税负债增加(万元),219,157,199,141,84,--, 
 存货的减少(万元),952,-6015,1367,-1317,-479,-577, 
 经营性应收项目的减少(万元),-41368,-8223,-717,-7190,-6894,-281, 
 经营性应付项目的增加(万元),9017,-1407,309,-3180,4916,909, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),-22400,-9245,7946,-6890,2725,5456, 
 债务转为资本(万元),--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--, 
 现金的期末余额(万元),4491,2506,6449,5395,4082,1032, 
 现金的期初余额(万元),2506,6449,5395,4082,1032,2037, 
 现金等价物的期末余额(万元),--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),1985,-3943,1054,1313,3050,-1005, 

