 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),181394,114099,108579,88853,63374,51434,38040,37505, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),6509,4187,3460,2029,1377,1031,1640,888, 
 收到的其他与经营活动有关的现金(万元),7577,5798,1416,794,1248,1379,1447,1078, 
 经营活动现金流入小计(万元),195480,124084,113455,91676,65998,53843,41128,39471, 
 购买商品、接受劳务支付的现金(万元),78557,51811,40988,30128,28808,22829,20732,22248, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),47867,34464,26079,19150,14977,11628,10944,9014, 
 支付的各项税费(万元),11130,8411,8808,7832,3164,3912,2075,2026, 
 支付的其他与经营活动有关的现金(万元),16420,9758,9744,8867,6345,4883,3939,3595, 
 经营活动现金流出小计(万元),153974,104444,85619,65976,53294,43252,37690,36883, 
 经营活动产生的现金流量净额(万元),41506,19640,27836,25699,12705,10592,3438,2588, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),968,16,36,279,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),80,98,14,3,19,44,2,1, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),131,584,4204,1350,1796,1677,1016,525, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),1179,698,4254,1632,1815,1721,1017,526, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),54316,30340,23637,12322,6749,9173,13217,13732, 
