 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),55342,42505,36222,34015,35321,27362,19548, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),207,84,200,74,70,14,35, 
 收到的其他与经营活动有关的现金(万元),1978,1010,877,902,471,743,910, 
 经营活动现金流入小计(万元),57527,43598,37298,34991,35862,28120,20492, 
 购买商品、接受劳务支付的现金(万元),7759,6417,7361,6947,7363,8787,7816, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),7910,6469,5617,5355,4190,3188,1696, 
 支付的各项税费(万元),3109,2979,1916,2339,2800,1784,1318, 
 支付的其他与经营活动有关的现金(万元),21597,16652,12852,11847,11220,7775,5127, 
 经营活动现金流出小计(万元),40375,32518,27746,26488,25572,21535,15957, 
 经营活动产生的现金流量净额(万元),17151,11080,9552,8503,10290,6585,4536, 
 收回投资所收到的现金(万元),58441,45889,58345,14015,8300,3800,4586, 
 取得投资收益所收到的现金(万元),319,244,217,331,78,218,38, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),0,0,0,--,148,--,22, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,287,45,100,2051, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),58759,46133,58563,14633,8570,4118,6696, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),23284,3145,4025,13087,13617,11347,4830, 
 投资所支付的现金(万元),60378,67504,57862,16075,9047,4258,4100, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,1173,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,1000, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),83662,70649,63060,29162,22663,15605,9930, 
 投资活动产生的现金流量净额(万元),-24903,-24516,-4497,-14529,-14093,-11487,-3234, 
 吸收投资收到的现金(万元),8533,36072,--,--,--,10708,2930, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),11610,7568,26432,36120,10400,9100,6300, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,18,--,5, 
 筹资活动现金流入小计(万元),20142,43640,26432,36120,10418,19808,9234, 
 偿还债务支付的现金(万元),7610,19868,30892,29760,5450,8650,5600, 
