 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31, 
 销售商品、提供劳务收到的现金(万元),112089,117839,99150,60866,50143,52735,87775,70599,57194,47832,46222,50757,46156,38811,48134, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 收到的税费返还(万元),2542,3509,2470,28,66,934,61,938,--,--,--,--,0,188,18, 
 收到的其他与经营活动有关的现金(万元),6028,17754,41211,13707,2522,5682,1635,6756,3150,5756,927,8265,2772,4195,888, 
 经营活动现金流入小计(万元),120659,139103,142831,74600,52731,59351,89471,78293,60344,53588,47149,59023,48928,43194,49040, 
 购买商品、接受劳务支付的现金(万元),73822,83731,52510,23886,22372,45021,63707,57217,46793,33621,33902,41363,26275,24244,29183, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 支付给职工以及为职工支付的现金(万元),23375,20908,16869,7820,8392,9090,8993,6470,5409,5503,4564,4687,4512,3673,4092, 
 支付的各项税费(万元),6896,8380,10687,3314,3409,1758,1638,2213,2892,2400,2683,5971,4905,1762,1443, 
