 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),392873,258335,215209,181685,102403,100200,79029,74651,61940,49820, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),31461,16279,12421,10850,10309,11340,7489,7558,4913,3007, 
 收到的其他与经营活动有关的现金(万元),14635,3654,5772,3464,6775,2934,906,982,2546,779, 
 经营活动现金流入小计(万元),438969,278268,233402,195999,119487,114474,87425,83191,69400,53605, 
 购买商品、接受劳务支付的现金(万元),286434,166724,141390,130780,78793,73836,57980,62090,44722,33538, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),65115,57523,36228,26624,17086,14991,11769,11734,8178,5662, 
 支付的各项税费(万元),12811,9719,8741,5874,3347,2932,2410,1957,1707,1591, 
 支付的其他与经营活动有关的现金(万元),15934,9267,11153,9456,4629,5041,4568,4426,3895,3107, 
 经营活动现金流出小计(万元),380293,243233,197513,172734,103855,96799,76728,80206,58501,43898, 
 经营活动产生的现金流量净额(万元),58675,35035,35889,23265,15632,17674,10697,2985,10898,9707, 
 收回投资所收到的现金(万元),2055,--,--,--,--,--,--,--,1700,--, 
 取得投资收益所收到的现金(万元),2059,1741,837,1115,821,618,243,234,186,13, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1109,266,2,32,16,45,9,2552,41,37, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,1398,-14,--, 
 收到的其他与投资活动有关的现金(万元),321956,373374,30058,124332,1561,500,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),327179,375381,30897,125479,2398,1163,253,4184,1913,49, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),56701,70328,68964,37495,4518,3485,5703,1255,1833,4961, 
 投资所支付的现金(万元),30,--,--,6506,2200,--,1500,--,--,1700, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),-14,69849,--,21948,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),308463,386784,3016,101060,12800,1659,36000,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),365179,526961,71980,167009,19518,5144,43203,1255,1833,6661, 
 投资活动产生的现金流量净额(万元),-38001,-151580,-41083,-41530,-17120,-3981,-42950,2929,80,-6612, 
 吸收投资收到的现金(万元),13079,87513,8544,30740,312,--,43730,--,196,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,40,--,--,--,--,--,--, 
 取得借款收到的现金(万元),56000,24000,12200,13975,--,1461,2472,3407,1257,1698, 
 发行债券收到的现金(万元),--,--,38640,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,3460,--,--,--,--,--,--,--,--, 
