 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),1861818,1353825,1097557,172141,172985,148280,113231,106886,113294,74358,99450,65818, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到的税费返还(万元),--,--,18,6302,8263,5918,8109,6860,6604,4024,2513,382, 
 收到的其他与经营活动有关的现金(万元),30987,64695,26435,1849,4229,4178,5877,4492,6476,4598,3614,6227, 
 经营活动现金流入小计(万元),1892805,1418520,1124009,180292,185478,158376,127217,118238,126374,82979,105577,72427, 
 购买商品、接受劳务支付的现金(万元),1401797,1021264,786742,128998,150044,121254,106110,104742,101896,63234,76479,62903, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付给职工以及为职工支付的现金(万元),97960,94511,63475,17226,17251,15141,13809,10895,8164,6071,5365,4326, 
 支付的各项税费(万元),89637,66972,67955,3762,2689,2508,3233,3172,3982,2916,3699,3192, 
 支付的其他与经营活动有关的现金(万元),43143,25968,23808,15207,11994,9078,8470,14284,10489,6263,11436,6364, 
 经营活动现金流出小计(万元),1632538,1208716,941981,165193,181978,147981,131622,133093,124531,78484,96979,76785, 
 经营活动产生的现金流量净额(万元),260267,209804,182029,15099,3500,10395,-4405,-14855,1843,4496,8598,-4358, 
