 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),82178,71423,55047,44340,39649,35774,29216,39429,41308,30630,41204, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),1800,2401,2079,944,1190,1219,1573,1598,2260,243,931, 
 收到的其他与经营活动有关的现金(万元),2385,2269,2857,1225,846,1404,714,676,234,638,269, 
 经营活动现金流入小计(万元),86363,76093,59984,46509,41685,38397,31503,41703,43801,31511,42404, 
 购买商品、接受劳务支付的现金(万元),56896,41312,36706,29772,26184,25456,19873,27049,27477,17144,27389, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),10225,9177,7351,6633,6625,6272,5218,5406,5109,4637,4118, 
 支付的各项税费(万元),2358,3086,1813,621,528,255,817,1290,694,666,997, 
 支付的其他与经营活动有关的现金(万元),6526,8517,5658,5086,3759,4324,4096,3042,2824,3987,4044, 
 经营活动现金流出小计(万元),76005,62091,51527,42112,37096,36308,30004,36787,36104,26434,36548, 
 经营活动产生的现金流量净额(万元),10359,14001,8456,4397,4588,2089,1499,4915,7697,5077,5856, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),1934,1472,1494,482,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),0,1,--,0,0,1,--,--,--,--,8, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),152791,129695,110347,57557,15143,31972,55,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),154725,131168,111841,58039,15144,31973,55,0,0,0,8, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1269,820,334,926,871,1347,718,413,539,237,3520, 
 投资所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),187565,130638,113275,75346,8500,25000,33352,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),188834,131458,113609,76272,9371,26347,34070,413,539,237,3520, 
 投资活动产生的现金流量净额(万元),-34110,-290,-1768,-18233,5773,5627,-34015,-413,-539,-237,-3512, 
 吸收投资收到的现金(万元),60,1591,1796,3117,--,--,37067,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,0,1750,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),60,1591,1796,3117,0,0,37067,0,0,0,0, 
 偿还债务支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 分配股利、利润或偿付利息所支付的现金(万元),9449,6656,3466,2323,2816,2560,5120,--,5110,--,--, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),41,59,478,--,--,--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),9490,6715,3945,2323,2816,2560,5120,0,5110,0,0, 
 筹资活动产生的现金流量净额(万元),-9430,-5124,-2149,794,-2816,-2560,31947,0,-5110,0,0, 
 汇率变动对现金及现金等价物的影响(万元),133,96,243,218,84,-68,-1,-98,-85,86,13, 
 现金及现金等价物净增加额(万元),-33048,8683,4783,-12825,7629,5087,-570,4405,1962,-282,303, 
 加:期初现金及现金等价物余额(万元),39541,14557,9774,22599,14970,9883,10453,6048,4085,4367,4064, 
 期末现金及现金等价物余额(万元),6492,23241,14557,9774,22599,14970,9883,10453,6048,4085,4367, 
 净利润(万元),16134,12923,10681,4978,3120,2640,2436,6370,5958,5204,4036, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),216,400,296,1458,704,202,187,138,199,242,313, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),441,392,463,473,465,443,463,496,545,550,380, 
 无形资产摊销(万元),757,712,670,567,698,533,381,303,341,354,337, 
 长期待摊费用摊销(万元),18,38,40,66,45,40,12,1,--,12,23, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),3,7,6,--,9,12,--,0,0,2,24, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),-133,-87,-243,-684,-1182,-1077,-610,98,85,-86,-13, 
 投资损失(万元),-2005,-1450,-1420,-694,--,--,--,--,--,--,--, 
 递延所得税资产减少(万元),-90,-87,-477,-88,-119,50,-173,25,15,-52,-52, 
 递延所得税负债增加(万元),--,--,-6,-6,-9,-6,16,-9,-20,-61,-51, 
 存货的减少(万元),-5016,-3419,-857,-4453,1392,-1255,-239,-853,-2328,1233,-365, 
 经营性应收项目的减少(万元),964,-2402,-811,-1710,-460,-974,574,-697,-778,-1259,2452, 
 经营性应付项目的增加(万元),-1476,6590,-224,4374,-75,1481,-1548,-956,3681,-1061,-1226, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),545,383,340,115,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),10359,14001,8456,4397,4588,2089,1499,4915,7697,5077,5856, 
