 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),389925,292170,279759,225249,231375,243505,229475, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),8808,5885,4935,6425,5108,3584,1815, 
 经营活动现金流入小计(万元),398733,298055,284694,231675,236483,247088,231290, 
 购买商品、接受劳务支付的现金(万元),204714,162257,133123,128603,127814,137770,116030, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),45443,38159,27049,21933,20827,19372,12243, 
 支付的各项税费(万元),23050,17915,24647,24161,21757,23940,18545, 
 支付的其他与经营活动有关的现金(万元),64205,69176,63316,45786,46754,47576,40059, 
 经营活动现金流出小计(万元),337412,287507,248136,220484,217151,228657,186877, 
 经营活动产生的现金流量净额(万元),61322,10547,36558,11191,19332,18431,44413, 
 收回投资所收到的现金(万元),102576,141463,117400,114570,89800,55800,93500, 
 取得投资收益所收到的现金(万元),200,200,168,455,408,333,508, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),151,4,28,23,908,5,45, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,2430,134,--,145,10719,23731, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),102927,144097,117730,115048,91261,66857,117784, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),48571,34489,26471,8102,5850,6682,7128, 
 投资所支付的现金(万元),130750,150314,116900,90945,118527,56300,93500, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,6888,21606, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),179321,184803,143371,99047,124377,69870,122234, 
 投资活动产生的现金流量净额(万元),-76393,-40706,-25642,16001,-33116,-3013,-4449, 
 吸收投资收到的现金(万元),15182,53034,--,17,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,17,--,--,--, 
 取得借款收到的现金(万元),53132,98592,43293,13600,16450,21100,6450, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),68314,151627,43293,13617,16450,21100,6450, 
 偿还债务支付的现金(万元),64109,93612,37296,14500,16450,20200,9450, 
 分配股利、利润或偿付利息所支付的现金(万元),4116,10331,292,42,232,5302,10058, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),1453,289,113,303,--,--,--, 
 筹资活动现金流出小计(万元),69678,104232,37701,14844,16682,25502,19508, 
 筹资活动产生的现金流量净额(万元),-1363,47394,5592,-1227,-232,-4402,-13058, 
 汇率变动对现金及现金等价物的影响(万元),-26,77,-277,--,--,--,--, 
 现金及现金等价物净增加额(万元),-16460,17313,16232,25965,-14016,11016,26906, 
 加:期初现金及现金等价物余额(万元),130320,113006,96775,70810,84827,73811,46905, 
 期末现金及现金等价物余额(万元),113859,130320,113006,96775,70810,84827,73811, 
 净利润(万元),31470,26777,26610,20342,18527,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--, 
 资产减值准备(万元),-98,732,50,256,1,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),6293,4953,3262,3220,2940,--,--, 
 无形资产摊销(万元),323,222,159,151,196,--,--, 
 长期待摊费用摊销(万元),152,66,39,34,44,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),43,58,46,12,-19,--,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--, 
