 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),564880,456462,360824,318454,241123,182725, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--, 
 收到的税费返还(万元),29724,19190,11790,8944,10195,13021, 
 收到的其他与经营活动有关的现金(万元),5449,4976,4421,4184,8077,1949, 
 经营活动现金流入小计(万元),600053,480629,377035,331581,259395,197695, 
 购买商品、接受劳务支付的现金(万元),394452,292245,240179,193494,172290,129794, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),84497,61735,51720,41001,33637,27122, 
 支付的各项税费(万元),31632,22985,13736,12580,7803,6961, 
 支付的其他与经营活动有关的现金(万元),87941,55158,42223,35214,30278,18398, 
 经营活动现金流出小计(万元),598522,432124,347858,282288,244007,182275, 
 经营活动产生的现金流量净额(万元),1531,48505,29177,49293,15388,15420, 
 收回投资所收到的现金(万元),--,3297,100,984,800,--, 
 取得投资收益所收到的现金(万元),1334,553,--,561,906,1038, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),10,37,29,28,15,24, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,44,257,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--, 
 投资活动现金流入小计(万元),1344,3932,386,1574,1722,1062, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),31480,5034,13344,11331,13235,11323, 
 投资所支付的现金(万元),3537,7859,525,455,3260,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,13508,3790,--,--, 
