 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),213091,198100,103464,69265,62096,42345,35651,29716,18351,15352,12851,10992, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到的税费返还(万元),3950,3999,3069,2184,2741,2071,2592,1721,688,280,321,250, 
 收到的其他与经营活动有关的现金(万元),6522,6143,1977,1700,1454,1120,951,1450,2285,879,504,277, 
 经营活动现金流入小计(万元),223563,208243,108510,73149,66291,45535,39194,32887,21324,16511,13675,11519, 
 购买商品、接受劳务支付的现金(万元),101176,95012,58449,41851,40594,27099,24806,27683,12483,9404,9538,7761, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付给职工以及为职工支付的现金(万元),50091,42347,21396,16155,13652,9684,8542,7154,4059,2918,2517,1909, 
 支付的各项税费(万元),20110,15690,3405,1493,1650,1119,901,687,347,362,323,236, 
 支付的其他与经营活动有关的现金(万元),17732,15624,8539,5829,5757,5173,3951,3327,2381,1123,871,1141, 
 经营活动现金流出小计(万元),189109,168673,91788,65329,61654,43076,38200,38851,19270,13807,13248,11047, 
 经营活动产生的现金流量净额(万元),34454,39570,16722,7820,4638,2459,994,-5963,2054,2705,427,472, 
 收回投资所收到的现金(万元),151705,81186,830,--,--,--,--,--,--,0,0,0, 
 取得投资收益所收到的现金(万元),719,1047,69,44,50,33,--,3,--,0,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),274,81,85,17,16,116,4,--,30,5,10,6, 
 处置子公司及其他营业单位收到的现金净额(万元),29029,155,--,--,--,--,--,--,--,0,0,0, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,690,--,3,--,--,0,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 投资活动现金流入小计(万元),181727,82469,984,61,755,148,7,3,30,5,10,6, 
