 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),38077,16562,11198,9665,8278,15391,15152, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,33,--,--,--, 
 收到的其他与经营活动有关的现金(万元),1233,1234,344,237,178,437,551, 
 经营活动现金流入小计(万元),39309,17796,11542,9935,8457,15828,15703, 
 购买商品、接受劳务支付的现金(万元),22238,6306,2213,1978,1888,5141,5567, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),7731,5196,5350,4911,5363,4458,4207, 
 支付的各项税费(万元),1299,1026,966,1010,1189,1134,1525, 
 支付的其他与经营活动有关的现金(万元),4006,3163,1614,1305,1162,1266,1901, 
 经营活动现金流出小计(万元),35274,15692,10143,9204,9602,11999,13199, 
 经营活动产生的现金流量净额(万元),4036,2104,1399,731,-1145,3829,2503, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,16,--,0,60,21,19, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,435,--, 
 收到的其他与投资活动有关的现金(万元),--,--,2569,1101,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),0,16,2569,1101,60,456,19, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),2964,342,15866,144,478,1918,2518, 
 投资所支付的现金(万元),--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),2964,342,15866,144,478,1918,2518, 
 投资活动产生的现金流量净额(万元),-2964,-326,-13297,957,-418,-1462,-2499, 
 吸收投资收到的现金(万元),--,10950,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),1500,--,9000,--,--,--,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,150,--,--,--,--,230, 
 筹资活动现金流入小计(万元),1500,11100,9000,0,0,0,230, 
 偿还债务支付的现金(万元),1500,9000,--,--,--,--,--, 
 分配股利、利润或偿付利息所支付的现金(万元),1044,936,787,1054,1679,1572,267, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,--,100, 
 筹资活动现金流出小计(万元),2544,9936,787,1054,1679,1572,367, 
 筹资活动产生的现金流量净额(万元),-1044,1164,8213,-1054,-1679,-1572,-137, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),28,2942,-3685,634,-3242,796,-132, 
 加:期初现金及现金等价物余额(万元),6633,3691,7377,6742,9984,9189,9321, 
 期末现金及现金等价物余额(万元),6662,6633,3691,7377,6742,9984,9189, 
 净利润(万元),5232,3474,2524,1405,2344,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--, 
 资产减值准备(万元),1250,695,113,836,342,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),307,182,267,265,249,--,--, 
 无形资产摊销(万元),41,40,30,24,24,--,--, 
 长期待摊费用摊销(万元),35,35,35,37,45,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-14,--,0,-44,--,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--, 
 财务费用(万元),20,156,167,--,--,--,--, 
 投资损失(万元),--,--,--,--,--,--,--, 
 递延所得税资产减少(万元),-187,-104,-17,-125,-38,--,--, 
 递延所得税负债增加(万元),-5,-5,-5,-5,-5,--,--, 
 存货的减少(万元),-7566,--,--,--,--,--,--, 
 经营性应收项目的减少(万元),-7114,-4824,-1877,-1634,-4942,--,--, 
 经营性应付项目的增加(万元),12024,2469,162,-73,880,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),4036,2104,1399,731,-1145,--,--, 
 债务转为资本(万元),--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--, 
 现金的期末余额(万元),6662,6633,3691,7377,6742,9984,9189, 
 现金的期初余额(万元),6633,3691,7377,6742,9984,9189,9321, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),28,2942,-3685,634,-3242,796,-132, 

