 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),124184,104044,75391,68326,62534,51427,50405, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),10344,9034,5138,5207,3906,3929,3730, 
 收到的其他与经营活动有关的现金(万元),2664,3193,3290,2849,1355,600,857, 
 经营活动现金流入小计(万元),137193,116271,83820,76381,67795,55957,54992, 
 购买商品、接受劳务支付的现金(万元),39749,39308,28357,28047,22938,19878,33839, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),39282,30357,22192,20034,15432,11554,7114, 
 支付的各项税费(万元),9920,9411,4628,5797,4259,5608,4717, 
 支付的其他与经营活动有关的现金(万元),24876,23574,14981,16874,13811,9923,7773, 
 经营活动现金流出小计(万元),113828,102650,70158,70753,56440,46962,53443, 
 经营活动产生的现金流量净额(万元),23365,13621,13662,5629,11355,8994,1549, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,1365, 
 取得投资收益所收到的现金(万元),1889,889,323,286,465,76,123, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1,--,--,--,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),298320,17270,10676,6224,3345,5736,2100, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),300210,18159,10999,6509,3810,5812,3588, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),8088,4535,1389,1621,1660,4925,2241, 
 投资所支付的现金(万元),730,--,90,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),34389,--,--,--,9204,--,10629, 
 支付的其他与投资活动有关的现金(万元),287507,47900,10460,10600,7900,--,5000, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),330713,52435,11939,12221,18764,4925,17869, 
 投资活动产生的现金流量净额(万元),-30503,-34276,-940,-5712,-14953,886,-14282, 
 吸收投资收到的现金(万元),--,17570,--,--,1106,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),21598,4982,8542,21993,36657,7592,8586, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),21598,22552,8542,21993,37763,7592,8586, 
 偿还债务支付的现金(万元),7143,9280,16834,28005,18312,13586,--, 
 分配股利、利润或偿付利息所支付的现金(万元),2169,1557,404,510,6564,3122,4135, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),632,861,--,--,--,--,--, 
 筹资活动现金流出小计(万元),9944,11698,17238,28514,24877,16708,4135, 
 筹资活动产生的现金流量净额(万元),11654,10854,-8697,-6522,12886,-9116,4452, 
 汇率变动对现金及现金等价物的影响(万元),227,-18,189,272,107,-41,-34, 
 现金及现金等价物净增加额(万元),4742,-9819,4214,-6333,9395,724,-8315, 
 加:期初现金及现金等价物余额(万元),6819,16638,12424,18757,9362,8638,16953, 
 期末现金及现金等价物余额(万元),11561,6819,16638,12424,18757,9362,8638, 
 净利润(万元),25262,19002,--,10587,13175,7065,12994, 
 少数股东损益(万元),--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--, 
 资产减值准备(万元),2595,1798,--,545,461,8306,332, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),1251,900,--,682,529,439,359, 
 无形资产摊销(万元),668,609,--,728,644,593,118, 
 长期待摊费用摊销(万元),303,208,--,317,372,264,91, 
 待摊费用的减少(万元),--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--, 
