 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31, 
 销售商品、提供劳务收到的现金(万元),91992,91740,88492,100917,103549,96823,93690,86172,76228,65847,62576,61292,51801,41002, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 收到的税费返还(万元),198,247,348,349,559,128,337,496,314,--,110,319,231,29, 
 收到的其他与经营活动有关的现金(万元),1878,2485,1681,1372,1291,1186,302,567,869,736,716,364,222,226, 
 经营活动现金流入小计(万元),94069,94471,90522,102637,105399,98137,94329,87236,77411,66582,63402,61976,52254,41257, 
 购买商品、接受劳务支付的现金(万元),55823,56362,42381,37934,50306,72332,57692,78532,57128,46423,51073,45918,43666,32720, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,3086,2961,2305, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 支付给职工以及为职工支付的现金(万元),10256,8898,8891,8957,9486,9111,8186,7183,6169,3900,4692,0,0,0, 
 支付的各项税费(万元),9007,9204,11057,11897,10211,6789,4027,2915,3305,3575,2512,2480,1089,1349, 
 支付的其他与经营活动有关的现金(万元),7692,6063,6035,4647,4621,4520,7331,6029,4780,4344,3158,4396,3158,2094, 
 经营活动现金流出小计(万元),82778,80528,68363,63434,74624,92753,77237,94659,71381,58242,61435,55880,50874,38469, 
 经营活动产生的现金流量净额(万元),11291,13943,22159,39202,30775,5384,17092,-7423,6030,8341,1966,6096,1380,2788, 
 收回投资所收到的现金(万元),116,24046,40571,--,--,505,413,--,1292,--,--,0,0,0, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,761,128,131,649,--,18,26,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),177,229,110,9,90,42,149,74,240,10,4,25,13,10, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,6768,161,1540,1560,0,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 投资活动现金流入小计(万元),293,24275,40682,9,90,547,1324,6970,1823,2200,1564,44,40,10, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),13695,8666,17314,7140,7214,6725,7785,3339,5686,4948,5384,3393,4440,2946, 
 投资所支付的现金(万元),42572,17750,55577,1100,--,--,--,889,38,1100,522,0,0,0, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,14067,--,--,2274,--,--,--,--,--,--,0,0,0, 
 支付的其他与投资活动有关的现金(万元),--,--,0,216,397,54,--,72,192,125,84,0,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 投资活动现金流出小计(万元),56267,40483,72891,8456,9885,6779,7785,4300,5916,6173,5990,3393,4440,2946, 
 投资活动产生的现金流量净额(万元),-55974,-16209,-32209,-8447,-9795,-6233,-6462,2669,-4092,-3973,-4426,-3349,-4400,-2935, 
 吸收投资收到的现金(万元),1906,287,833,657,--,37891,--,--,--,240,16096,0,1035,0, 
 其中：子公司吸收少数股东投资收到的现金(万元),1906,--,--,--,--,400,--,--,--,240,--,0,0,0, 
 取得借款收到的现金(万元),1450,1450,1490,1700,--,4900,13800,12967,14300,21500,12900,19970,8804,13625, 
 发行债券收到的现金(万元),60437,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,927,500,--,--,--,0,30,5, 
 筹资活动现金流入小计(万元),63792,1737,2323,2357,0,42791,14727,13467,14300,21740,28996,19970,9869,13630, 
 偿还债务支付的现金(万元),1450,1490,1700,2000,2000,12000,12964,11400,14300,17530,20820,18824,4250,12756, 
 分配股利、利润或偿付利息所支付的现金(万元),3358,6700,6624,6642,3441,2503,2230,991,1211,584,653,713,512,338, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 支付其他与筹资活动有关的现金(万元),--,--,--,2254,180,4100,--,--,500,--,--,0,0,0, 
 筹资活动现金流出小计(万元),4808,8190,8324,10896,5621,18603,15194,12391,16011,18114,21473,19537,4762,13094, 
 筹资活动产生的现金流量净额(万元),58984,-6453,-6002,-8539,-5621,24188,-467,1076,-1711,3626,7523,433,5107,536, 
 汇率变动对现金及现金等价物的影响(万元),1149,-1301,1114,928,--,-53,-0,-2,-0,--,-0,-0,0,0, 
 现金及现金等价物净增加额(万元),15450,-10020,-14939,23143,15360,23287,10164,-3681,226,7994,5063,3179,2086,389, 
