 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),75974,57406,43729,32678,23499,17835,8578, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),522,294,97,316,34,294,--, 
 收到的其他与经营活动有关的现金(万元),1781,3446,1365,2009,2158,943,774, 
 经营活动现金流入小计(万元),78277,61146,45190,35003,25691,19072,9352, 
 购买商品、接受劳务支付的现金(万元),18922,12734,6778,5889,3327,3034,1617, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),15792,12163,9524,7292,5012,3463,2241, 
 支付的各项税费(万元),11353,9083,7546,5649,4207,3467,1189, 
 支付的其他与经营活动有关的现金(万元),13501,7974,5751,4000,3291,3137,1924, 
 经营活动现金流出小计(万元),59567,41955,29599,22830,15837,13100,6972, 
 经营活动产生的现金流量净额(万元),18710,19191,15591,12173,9853,5972,2380, 
 收回投资所收到的现金(万元),450,100,267,150,390,--,--, 
 取得投资收益所收到的现金(万元),3062,825,355,223,143,90,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),428,--,--,--,--,--,46, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,705,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,89,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),3940,1013,622,1078,533,90,46, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),11074,6135,3931,4665,7009,1202,1039, 
 投资所支付的现金(万元),26447,46806,4918,7015,2108,3705,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,86,699,--,--, 
 支付的其他与投资活动有关的现金(万元),970,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),38491,52941,8849,11766,9816,4907,1039, 
 投资活动产生的现金流量净额(万元),-34552,-51928,-8228,-10688,-9282,-4817,-993, 
 吸收投资收到的现金(万元),5895,67741,70,--,360,--,105, 
 其中：子公司吸收少数股东投资收到的现金(万元),3225,180,70,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),5895,67741,70,0,360,0,105, 
 偿还债务支付的现金(万元),--,--,--,--,--,--,--, 
 分配股利、利润或偿付利息所支付的现金(万元),5980,6817,5928,938,1118,2100,--, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),65,640,60,230,47,--,--, 
 筹资活动现金流出小计(万元),6045,7457,5988,1168,1165,2100,0, 
 筹资活动产生的现金流量净额(万元),-151,60284,-5918,-1168,-805,-2100,105, 
 汇率变动对现金及现金等价物的影响(万元),131,-71,37,7,-0,--,--, 
 现金及现金等价物净增加额(万元),-15861,27477,1483,323,-234,-945,1492, 
 加:期初现金及现金等价物余额(万元),30103,2626,1143,820,1053,1999,507, 
 期末现金及现金等价物余额(万元),14241,30103,2626,1143,820,1053,1999, 
 净利润(万元),25064,19378,13832,10479,7456,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--, 
 资产减值准备(万元),331,203,54,106,-55,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),2345,2002,1465,949,634,--,--, 
 无形资产摊销(万元),130,101,98,69,41,--,--, 
 长期待摊费用摊销(万元),300,139,172,115,58,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),7,-15,-0,-21,2,--,--, 
 固定资产报废损失(万元),12,2,11,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--, 
 财务费用(万元),-130,--,--,--,--,--,--, 
 投资损失(万元),-3028,-825,-355,-278,4,--,--, 
 递延所得税资产减少(万元),-186,-146,3,-44,-30,--,--, 
 递延所得税负债增加(万元),51,8,54,-104,136,--,--, 
 存货的减少(万元),-6337,-1362,-938,-2017,-617,--,--, 
 经营性应收项目的减少(万元),-6249,-1661,-1059,1120,174,--,--, 
 经营性应付项目的增加(万元),5335,1367,2282,629,628,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--, 
 其他(万元),1063,--,-27,1168,1424,--,--, 
 经营活动产生现金流量净额(万元),18710,19191,15591,12173,9853,--,--, 
 债务转为资本(万元),--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--, 
 现金的期末余额(万元),14241,30103,2626,1143,820,1053,1999, 
 现金的期初余额(万元),30103,2626,1143,820,1053,1999,507, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-15861,27477,1483,323,-234,-945,1492, 

