 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31, 
 销售商品、提供劳务收到的现金(万元),34322,33540,22626,9015,3266, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--, 
 收到的税费返还(万元),721,520,219,141,47, 
 收到的其他与经营活动有关的现金(万元),1114,355,38,17,25, 
 经营活动现金流入小计(万元),36156,34416,22884,9173,3339, 
 购买商品、接受劳务支付的现金(万元),22952,18408,14065,6673,2755, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),8186,5369,3334,1930,975, 
 支付的各项税费(万元),3763,4649,1026,313,37, 
 支付的其他与经营活动有关的现金(万元),2165,2052,1222,443,318, 
 经营活动现金流出小计(万元),37066,30478,19647,9358,4084, 
 经营活动产生的现金流量净额(万元),-909,3937,3237,-185,-746, 
 收回投资所收到的现金(万元),--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,2,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),3,--,8,--,1238, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--, 
 投资活动现金流入小计(万元),3,2,8,0,1238, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),2210,3356,754,422,129, 
 投资所支付的现金(万元),--,17,500,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,339,1490,--,--, 
 支付的其他与投资活动有关的现金(万元),--,214,--,--,1197, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--, 
 投资活动现金流出小计(万元),2210,3926,2743,422,1326, 
 投资活动产生的现金流量净额(万元),-2208,-3923,-2735,-422,-88, 
 吸收投资收到的现金(万元),19,--,5500,500,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),3,--,--,--,--, 
 取得借款收到的现金(万元),8000,9700,1000,2500,650, 
 发行债券收到的现金(万元),--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,490,--,527,1368, 
 筹资活动现金流入小计(万元),8019,10190,6500,3527,2018, 
 偿还债务支付的现金(万元),3500,8700,2500,650,--, 
 分配股利、利润或偿付利息所支付的现金(万元),161,92,60,44,21, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),1159,793,192,2489,1343, 
 筹资活动现金流出小计(万元),4820,9585,2752,3183,1364, 
 筹资活动产生的现金流量净额(万元),3200,605,3748,344,654, 
 汇率变动对现金及现金等价物的影响(万元),82,32,-1,-21,-34, 
 现金及现金等价物净增加额(万元),164,651,4249,-284,-214, 
 加:期初现金及现金等价物余额(万元),5136,4485,236,520,734, 
 期末现金及现金等价物余额(万元),5301,5136,4485,236,520, 
 净利润(万元),9523,8695,4788,2140,-516, 
 少数股东损益(万元),--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--, 
 资产减值准备(万元),2116,1007,667,342,14, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),312,228,58,15,20, 
 无形资产摊销(万元),160,84,32,24,24, 
 长期待摊费用摊销(万元),6,6,10,12,9, 
 待摊费用的减少(万元),--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,0,--,--,--, 
 固定资产报废损失(万元),1,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--, 
 财务费用(万元),86,112,54,120,78, 
 投资损失(万元),-92,-37,-42,--,--, 
 递延所得税资产减少(万元),-358,-63,-134,-58,--, 
 递延所得税负债增加(万元),--,--,--,--,--, 
 存货的减少(万元),-568,-16294,-11296,-4472,-3398, 
 经营性应收项目的减少(万元),-15123,-9438,-7887,-3778,-515, 
 经营性应付项目的增加(万元),3028,19631,16043,5470,3539, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--, 
 其他(万元),1,5,942,--,--, 
 经营活动产生现金流量净额(万元),-909,3937,3237,-185,-746, 
 债务转为资本(万元),--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--, 
 现金的期末余额(万元),5301,5136,4485,236,520, 
 现金的期初余额(万元),5136,4485,236,520,734, 
 现金等价物的期末余额(万元),--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),164,651,4249,-284,-214, 

