 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),422944,348549,303092,314224,281593,285394,225350,188774, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),2803,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,16,--,--,--,--,229,--, 
 收到的其他与经营活动有关的现金(万元),11166,6405,11317,5737,20749,9935,11672,12388, 
 经营活动现金流入小计(万元),436913,354970,314409,319961,302341,295329,237252,201162, 
 购买商品、接受劳务支付的现金(万元),352659,277733,264983,235809,221987,231940,186242,149701, 
 客户贷款及垫款净增加额(万元),32153,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),17607,12138,11541,11590,9823,8660,5291,3368, 
 支付的各项税费(万元),13503,12972,12465,13680,11464,9962,9035,7866, 
 支付的其他与经营活动有关的现金(万元),19632,16825,21195,29302,30413,17555,18942,17168, 
 经营活动现金流出小计(万元),435554,319667,310184,290381,273687,268117,219509,178102, 
 经营活动产生的现金流量净额(万元),1359,35303,4225,29580,28654,27212,17742,23060, 
 收回投资所收到的现金(万元),20,--,--,112,124,1270,--,--, 
 取得投资收益所收到的现金(万元),49,67,67,--,36,257,84,236, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),13,53,314,--,19,1,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),2835,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),2800,--,--,3042,6033,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),5717,120,381,3154,6211,1528,84,236, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),40260,15984,11114,15144,34781,33303,41569,5980, 
 投资所支付的现金(万元),2240,1249,--,--,--,--,900,900, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),8301,--,--,--,--,--,--,470, 
 支付的其他与投资活动有关的现金(万元),12000,25000,--,414,7570,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),62801,42233,11114,15559,42350,33303,42469,7350, 
 投资活动产生的现金流量净额(万元),-57084,-42113,-10733,-12405,-36139,-31775,-42385,-7115, 
 吸收投资收到的现金(万元),--,--,47930,--,--,--,--,3882, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),96505,23185,11956,8000,23334,33150,25300,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,1600,78, 
 筹资活动现金流入小计(万元),96505,23185,59886,8000,23334,33150,26900,3960, 
 偿还债务支付的现金(万元),26185,21830,40478,17041,15927,14531,17900,2913, 
 分配股利、利润或偿付利息所支付的现金(万元),5456,3007,2707,6491,6989,3537,2475,1046, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,500,800,2300,--, 
 筹资活动现金流出小计(万元),31641,24837,43184,23533,23416,18868,22675,3959, 
 筹资活动产生的现金流量净额(万元),64864,-1652,16702,-15533,-82,14282,4225,1, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),9139,-8462,10194,1642,-7567,9719,-20418,15946, 
 加:期初现金及现金等价物余额(万元),17178,25641,15447,13805,21372,11653,32071,16125, 
 期末现金及现金等价物余额(万元),26317,17178,25641,15447,13805,21372,11653,32071, 
 净利润(万元),7016,10214,9661,10395,10595,8968,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--, 
 资产减值准备(万元),3648,1893,369,-50,-18,109,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),5788,4424,6105,7998,5164,3529,--,--, 
 无形资产摊销(万元),498,455,515,515,872,722,--,--, 
 长期待摊费用摊销(万元),6359,4374,3951,3415,2853,1723,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-8,25,-342,-526,-15,0,--,--, 
 固定资产报废损失(万元),0,270,--,--,--,1,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--, 
 财务费用(万元),3207,885,2396,3813,3025,2498,--,--, 
 投资损失(万元),-3304,-165,-67,-112,-36,-88,--,--, 
 递延所得税资产减少(万元),-36,302,118,-276,-190,-1,--,--, 
 递延所得税负债增加(万元),-130,--,--,--,--,--,--,--, 
 存货的减少(万元),-5433,-1946,-392,1494,-801,-34,--,--, 
 经营性应收项目的减少(万元),-31876,-6148,-324,-9088,-1092,2726,--,--, 
 经营性应付项目的增加(万元),15630,20718,-17766,12002,8297,7059,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),1359,35303,4225,29580,28654,27212,--,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),26317,17178,25641,15447,13805,21372,11653,32071, 
 现金的期初余额(万元),17178,25641,15447,13805,21372,11653,32071,16125, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),9139,-8462,10194,1642,-7567,9719,-20418,15946, 

