 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31, 
 销售商品、提供劳务收到的现金(万元),2111302,2311536,563305,215586,52339,11395,10683,16453,15823,13490,11727,11679,9224,6638,5751, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,--,--, 
 收到的税费返还(万元),94579,22316,15413,6755,2828,853,1164,1226,1287,932,1098,1210,989,697,570, 
 收到的其他与经营活动有关的现金(万元),35578,7296,17075,3022,2324,1705,598,262,180,501,382,150,555,860,906, 
 经营活动现金流入小计(万元),2241459,2341148,595794,225363,57491,13953,12445,17941,17290,14923,13207,13039,10768,8194,7228, 
 购买商品、接受劳务支付的现金(万元),1203289,1297244,325906,121850,19232,4769,4225,9484,6689,5321,5027,5755,1419,1853,2014, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,--,--, 
 支付给职工以及为职工支付的现金(万元),491090,593297,167566,42251,4044,3553,3330,2351,2273,2492,2833,1856,934,1299,1098, 
 支付的各项税费(万元),66117,44903,27846,10885,8124,1436,2310,2305,1938,1584,1885,1849,1388,1208,795, 
 支付的其他与经营活动有关的现金(万元),265071,366304,61846,29119,5541,3532,4400,3499,3306,3057,3022,2611,2877,3048,2355, 
 经营活动现金流出小计(万元),2025567,2301748,583164,204105,36941,13290,14264,17639,14206,12453,12766,12071,6618,7409,6262, 
 经营活动产生的现金流量净额(万元),215892,39400,12630,21258,20549,663,-1819,302,3084,2470,441,968,4150,785,966, 
 收回投资所收到的现金(万元),213000,232139,1240,100,46495,6144,23890,1440,3009,307,6316,0,100,--,--, 
 取得投资收益所收到的现金(万元),12674,2856,19,1261,674,130,344,187,208,48,39,0,0,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),6038,31789,119,45,13,9,12,1,6,2,9,7,8,--,10, 
 处置子公司及其他营业单位收到的现金净额(万元),--,891971,573,--,--,--,--,--,--,0,--,0,0,--,--, 
 收到的其他与投资活动有关的现金(万元),265,644,385,--,3348,940,200,389,180,113,0,0,0,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,--,--, 
 投资活动现金流入小计(万元),231978,1159400,2336,1406,50529,7223,24446,2016,3403,470,6364,7,108,--,10, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),69086,67214,33438,4893,562,667,1490,3056,2421,2652,2391,403,406,373,726, 
 投资所支付的现金(万元),148725,134620,170626,500,22483,5417,22000,1234,4232,3039,6353,0,100,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),7794,51110,2278321,30110,--,--,--,--,--,0,--,0,0,--,--, 
 支付的其他与投资活动有关的现金(万元),18513,912,1782,--,--,100,1050,--,--,126,--,0,0,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,--,--, 
 投资活动现金流出小计(万元),244117,253856,2484167,35503,23045,6185,24540,4289,6653,5817,8743,403,506,373,726, 
 投资活动产生的现金流量净额(万元),-12139,905544,-2481830,-34097,27484,1038,-94,-2273,-3250,-5346,-2380,-396,-398,-373,-716, 
 吸收投资收到的现金(万元),--,142050,340229,73690,--,--,300,200,--,0,190,18632,0,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,313840,--,--,--,300,200,--,0,--,0,0,--,--, 
 取得借款收到的现金(万元),683000,78335,1598415,51795,--,--,--,--,2000,2000,--,300,2720,1300,600, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,--, 
 收到其他与筹资活动有关的现金(万元),29502,49144,924099,--,--,--,825,--,--,0,--,0,266,--,--, 
 筹资活动现金流入小计(万元),712502,269529,2862743,125485,0,0,1125,200,2000,2000,190,18932,2986,1300,600, 
 偿还债务支付的现金(万元),421843,716176,34732,30017,--,--,--,--,3000,1000,350,1270,1750,1600,--, 
 分配股利、利润或偿付利息所支付的现金(万元),118598,84991,27511,4995,406,625,1251,833,876,879,2782,579,0,--,1, 
 其中：子公司支付给少数股东的股利、利润(万元),471,--,--,--,--,--,--,--,--,0,--,0,0,--,--, 
 支付其他与筹资活动有关的现金(万元),332445,282742,322271,11855,--,--,--,--,--,1,--,671,1,--,--, 
 筹资活动现金流出小计(万元),872886,1083909,384513,46868,406,625,1251,833,3876,1879,3132,2520,1751,1600,1, 
 筹资活动产生的现金流量净额(万元),-160385,-814380,2478230,78616,-406,-625,-126,-633,-1876,121,-2942,16412,1235,-300,599, 
 汇率变动对现金及现金等价物的影响(万元),5637,4233,-4457,-507,-70,-3,--,--,--,0,--,0,0,--,--, 
 现金及现金等价物净增加额(万元),49004,134796,4572,65270,47558,1073,-2039,-2604,-2042,-2756,-4880,16983,4987,113,849, 
 加:期初现金及现金等价物余额(万元),272336,137539,132967,67697,4304,9005,11045,13649,15691,18446,23327,6344,1357,1244,395, 
 期末现金及现金等价物余额(万元),321340,272336,137539,132967,51862,10079,9005,11045,13649,15691,18446,23327,6344,1357,1244, 
 净利润(万元),121799,145149,-27211,29508,20948,235,1328,2689,2689,2223,2755,3919,3686,1983,1503, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,--,--, 
 资产减值准备(万元),2712,10865,3064,208,114,311,361,223,360,206,174,74,53,79,204, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),59015,74821,14073,4459,214,733,584,637,472,408,275,206,140,103,76, 
 无形资产摊销(万元),78226,98599,15170,816,9,25,31,32,30,18,9,4,4,4,2, 
 长期待摊费用摊销(万元),7113,6344,1086,382,45,294,21,--,--,0,--,17,16,16,16, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),2465,5086,181,622,-5,11,1,3,14,-1,--,0,4,3,--, 
 固定资产报废损失(万元),198,72,--,--,--,--,--,--,1,0,12,0,0,--,38, 
 公允价值变动损失(万元),223,-595,1946,3159,--,-54,-30,227,-11,-2,--,0,0,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,--,--, 
 财务费用(万元),42447,164661,39538,592,--,56,--,--,43,45,4,39,1,--,--, 
 投资损失(万元),-7062,-150128,291,-1261,-674,-202,-277,-182,-207,-53,-39,-3,0,--,--, 
 递延所得税资产减少(万元),2662,54553,-188093,-811,-48,-40,-14,-133,-25,-19,11,-23,-4,-12,-30, 
 递延所得税负债增加(万元),2020,-649096,168563,2869,--,127,174,181,3,1,0,0,0,--,--, 
 存货的减少(万元),-23331,114302,50753,-30278,-324,-590,-730,-526,93,599,-898,-1149,-15,-873,-926, 
 经营性应收项目的减少(万元),-65655,-5342,-62876,21113,1564,723,-1920,-2063,-1103,1068,-2578,-1610,-1490,-1078,-555, 
 经营性应付项目的增加(万元),-27928,164725,-4559,-10120,-1292,-966,-1347,-786,724,-2022,715,-506,1755,560,638, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,--,--, 
 其他(万元),20988,5386,704,--,--,--,--,--,--,--,--,0,0,--,--, 
 经营活动产生现金流量净额(万元),215892,39400,12630,21258,20549,663,-1819,302,3084,2470,441,968,4150,785,966, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,0,--,0,0,--,--, 
 现金的期末余额(万元),321340,272336,137539,132967,51862,10079,9005,11045,13649,15691,18446,16527,6344,1357,1244, 
 现金的期初余额(万元),272336,137539,132967,67697,4304,9005,11045,13649,15691,18446,16527,6344,1357,1244,395, 
