 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31, 
 销售商品、提供劳务收到的现金(万元),85038,76328,63611,59731,55928, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),3226,2478,2174,2462,2696, 
 经营活动现金流入小计(万元),88264,78806,65785,62193,58624, 
 购买商品、接受劳务支付的现金(万元),37572,30428,26088,28203,21129, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),15532,12933,11421,11507,11614, 
 支付的各项税费(万元),10983,10286,8427,8055,7718, 
 支付的其他与经营活动有关的现金(万元),11134,12502,8602,7557,7272, 
 经营活动现金流出小计(万元),75222,66149,54538,55322,47732, 
 经营活动产生的现金流量净额(万元),13042,12657,11247,6871,10892, 
 收回投资所收到的现金(万元),173450,194819,230000,112930,82400, 
 取得投资收益所收到的现金(万元),974,696,643,550,317, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),2,8,5,2,1, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--, 
