 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),374080,372633,314634,248037,223566,258538,260088, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,11,--, 
 收到的其他与经营活动有关的现金(万元),20124,19173,6840,19571,2928,18924,17875, 
 经营活动现金流入小计(万元),394204,391806,321474,267608,226493,277473,277962, 
 购买商品、接受劳务支付的现金(万元),329639,357977,270731,204158,190214,236853,232400, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),6054,5409,4421,3730,3063,2241,1891, 
 支付的各项税费(万元),8734,9058,12426,9720,5708,1643,788, 
 支付的其他与经营活动有关的现金(万元),29207,25366,19927,17526,18127,25562,26893, 
 经营活动现金流出小计(万元),373634,397808,307505,235135,217111,266299,261972, 
 经营活动产生的现金流量净额(万元),20569,-6002,13969,32474,9382,11174,15990, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),2528,1234,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),9997,1,19,2,19,6,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),289600,163700,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),302125,164934,19,2,19,6,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),22958,14874,32921,10901,3391,1315,4191, 
 投资所支付的现金(万元),--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),294200,251100,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),317158,265974,32921,10901,3391,1315,4191, 
 投资活动产生的现金流量净额(万元),-15032,-101040,-32903,-10899,-3372,-1309,-4191, 
 吸收投资收到的现金(万元),6375,113074,--,--,--,1800,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),6375,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,16544,18992, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),6375,113074,0,0,0,18344,18992, 
 偿还债务支付的现金(万元),--,--,--,--,5120,13954,26432, 
 分配股利、利润或偿付利息所支付的现金(万元),4143,4298,3619,2651,1062,552,2343, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,974,--,--,--,--,21, 
 筹资活动现金流出小计(万元),4143,5271,3619,2651,6182,14506,28795, 
 筹资活动产生的现金流量净额(万元),2232,107803,-3619,-2651,-6182,3838,-9803, 
 汇率变动对现金及现金等价物的影响(万元),46,-117,-0,-1,0,-0,0, 
 现金及现金等价物净增加额(万元),7815,644,-22553,18923,-172,13702,1996, 
 加:期初现金及现金等价物余额(万元),19426,18783,41335,22412,22584,8881,6885, 
 期末现金及现金等价物余额(万元),27241,19426,18783,41335,22412,22584,8881, 
 净利润(万元),22151,19135,20573,--,--,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--, 
 资产减值准备(万元),2899,225,61,--,--,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),4231,2831,1025,--,--,--,--, 
 无形资产摊销(万元),268,225,227,--,--,--,--, 
 长期待摊费用摊销(万元),--,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),-6627,3,-5,--,--,--,--, 
 固定资产报废损失(万元),0,--,--,--,--,--,--, 
 公允价值变动损失(万元),133,155,-160,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--, 
 财务费用(万元),-46,117,-0,--,--,--,--, 
 投资损失(万元),-2489,-5317,1496,--,--,--,--, 
 递延所得税资产减少(万元),-1548,-182,-166,--,--,--,--, 
 递延所得税负债增加(万元),-57,28,72,--,--,--,--, 
 存货的减少(万元),5999,-35543,-12870,--,--,--,--, 
