 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31, 
 销售商品、提供劳务收到的现金(万元),106616,85761,69424,49453,43380, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--, 
 收到的税费返还(万元),2410,1035,100,486,1519, 
 收到的其他与经营活动有关的现金(万元),2700,1328,769,724,242, 
 经营活动现金流入小计(万元),111726,88124,70293,50663,45141, 
 购买商品、接受劳务支付的现金(万元),46914,47386,29297,29013,26930, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),11581,9456,7755,5868,4610, 
 支付的各项税费(万元),12533,11665,7688,2711,2703, 
 支付的其他与经营活动有关的现金(万元),24725,19487,11826,1866,1562, 
 经营活动现金流出小计(万元),95753,87994,56566,39459,35805, 
 经营活动产生的现金流量净额(万元),15973,130,13727,11205,9336, 
 收回投资所收到的现金(万元),1000,--,--,--,--, 
 取得投资收益所收到的现金(万元),11,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),5,154,119,9,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),1281,--,18120,3300,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--, 
