 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),28216,24022,23787,22054,30787,16933,16941,13793, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),69,18,--,--,1,18,--,--, 
 收到的其他与经营活动有关的现金(万元),2005,1143,68,413,85,280,1765,187, 
 经营活动现金流入小计(万元),30291,25183,23855,22467,30873,17231,18706,13980, 
 购买商品、接受劳务支付的现金(万元),10090,10761,3118,4395,11610,7478,6246,8433, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),4451,3008,2735,2752,2429,2232,1797,1166, 
 支付的各项税费(万元),4820,5160,5179,4881,5833,2580,3293,3173, 
 支付的其他与经营活动有关的现金(万元),11902,8196,7255,5990,5654,4773,3134,3928, 
 经营活动现金流出小计(万元),31263,27125,18288,18017,25526,17063,14469,16699, 
 经营活动产生的现金流量净额(万元),-973,-1942,5567,4449,5346,168,4237,-2719, 
 收回投资所收到的现金(万元),--,--,--,455,--,--,600,--, 
 取得投资收益所收到的现金(万元),537,137,--,--,--,--,243,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),14,3,11,26,20,713,19,21, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),33500,11551,38,--,435,134,30,30, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),34051,11691,49,481,454,847,892,51, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),20699,11658,750,709,945,3910,2635,2412, 
 投资所支付的现金(万元),1536,500,--,342,38,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),18652,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),23595,23690,--,--,--,--,--,107, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),64482,35848,750,1051,983,3910,2635,2519, 
 投资活动产生的现金流量净额(万元),-30431,-24156,-701,-570,-529,-3063,-1743,-2468, 
 吸收投资收到的现金(万元),3935,98,34658,--,--,--,8740,4543, 
 其中：子公司吸收少数股东投资收到的现金(万元),962,98,--,--,--,--,--,--, 
 取得借款收到的现金(万元),32900,--,6400,8400,8900,13100,11400,11800, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),290,--,--,--,--,--,1000,--, 
 筹资活动现金流入小计(万元),37125,98,41058,8400,8900,13100,21140,16343, 
 偿还债务支付的现金(万元),4400,6400,8100,8800,10200,13100,17800,9400, 
 分配股利、利润或偿付利息所支付的现金(万元),1813,1411,2083,1912,1679,1565,902,943, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),12,723,84,--,--,--,509,1847, 
 筹资活动现金流出小计(万元),6225,8534,10267,10712,11879,14665,19211,12191, 
 筹资活动产生的现金流量净额(万元),30900,-8436,30791,-2312,-2979,-1565,1929,4152, 
 汇率变动对现金及现金等价物的影响(万元),0,-0,1,1,-13,0,3,--, 
 现金及现金等价物净增加额(万元),-504,-34535,35658,1568,1825,-4460,4426,-1034, 
