 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31, 
 销售商品、提供劳务收到的现金(万元),474202,841781,1262787,957280,1047382,1021336,909239,1094062,1170270,673557,626085,919961,445142, 
 客户存款和同业存放款项净增加额(万元),54073,-57008,-19186,114404,9960,-20702,35734,124,--,--,0,--,--, 
 向中央银行借款净增加额(万元,-9955,1286,-5380,13090,960,--,--,--,--,--,0,--,--, 
 向其他金融机构拆入资金净增加额(万元),-104,--,20000,-20000,-9,268,13947,-13947,--,--,0,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,0,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,0,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,--,--, 
 收取利息、手续费及佣金的现金(万元),21605,35875,39531,32849,24577,22044,26776,20597,--,--,0,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,--,--, 
 收到的税费返还(万元),50028,21140,3829,1496,1463,1468,1760,366,620,551,1471,34,--, 
 收到的其他与经营活动有关的现金(万元),18485,17757,21875,28836,22133,40311,34985,29133,39106,19312,16342,9808,52476, 
 经营活动现金流入小计(万元),608335,860831,1323455,1127954,1106465,1064724,1022441,1130336,1209995,693421,643898,929803,497618, 
 购买商品、接受劳务支付的现金(万元),587841,940892,893233,787879,739919,824561,845865,1041719,913656,485308,714504,942143,418016, 
 客户贷款及垫款净增加额(万元),-179388,-124104,155650,61669,110114,71484,40716,20036,7098,--,0,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,0,--,--, 
 支付利息、手续费及佣金的现金(万元),3407,9175,3113,1418,695,248,1813,--,--,--,0,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,0,--,--, 
 支付给职工以及为职工支付的现金(万元),66025,74679,72766,64459,54983,47933,43258,39779,29405,19332,17884,15497,2307, 
 支付的各项税费(万元),27629,56646,104237,95833,89782,64806,65594,73974,70368,42960,34222,53896,5333, 
 支付的其他与经营活动有关的现金(万元),53924,84383,59016,45971,43629,50416,37165,41517,31912,24495,46849,28560,30554, 
 经营活动现金流出小计(万元),559437,1041670,1288016,1057230,1039122,1059448,1034411,1217026,1052439,572096,813460,1040095,456209, 
 经营活动产生的现金流量净额(万元),48898,-180839,35439,70725,67343,5276,-11970,-86690,157556,121325,-169562,-110291,41409, 
 收回投资所收到的现金(万元),583731,345291,568486,754251,222328,6219,10629,3474,6281,3962,16481,126539,6342, 
 取得投资收益所收到的现金(万元),6654,368,3573,5517,3325,1832,42,--,--,--,0,--,10, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),180,35,250,337,248,121,77,1082,188,205,333,12,87, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,0,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,3,--,--,--,--,252,7550,0,344606,278, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,0,--,--, 
 投资活动现金流入小计(万元),590566,345693,572310,760107,225902,8171,10748,4556,6721,11716,16814,471157,6717, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),82124,52643,62416,46740,55278,48946,74432,86238,86972,60406,39343,57680,782, 
 投资所支付的现金(万元),562500,332954,600764,766257,224660,30289,53577,9432,3907,1020,12670,60716,4774, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,2020,--,--,--,--,30757,--,--,0,3628,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,510,515,533,379,--,--,--,0,10322,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,0,--,--, 
 投资活动现金流出小计(万元),644624,385596,665200,813506,280453,79768,128388,126427,90879,61426,52014,132346,5556, 
 投资活动产生的现金流量净额(万元),-54059,-39903,-92890,-53399,-54551,-71597,-117640,-121871,-84158,-49710,-35200,338811,1161, 
 吸收投资收到的现金(万元),--,--,490,--,--,--,--,48435,300000,40000,10000,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,48435,--,40000,0,--,--, 
 取得借款收到的现金(万元),24500,20000,20000,--,--,--,--,--,14700,--,0,31000,--, 
 发行债券收到的现金(万元),--,135381,--,--,--,--,--,--,--,--,82000,--,--, 
