 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31, 
 销售商品、提供劳务收到的现金(万元),213506,202764,168541,117251,94251,58948,58371,44740,32764,17904,19640,16366,8005,4606, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 收到的税费返还(万元),6719,4278,1585,1505,2218,1381,3280,1106,4,183,--,0,0,0, 
 收到的其他与经营活动有关的现金(万元),30346,8170,4201,5067,1740,2124,2303,801,773,742,627,703,6964,1408, 
 经营活动现金流入小计(万元),250571,215211,174327,123823,98208,62453,63954,46648,33540,18830,20267,17069,14969,6014, 
 购买商品、接受劳务支付的现金(万元),120222,112535,95512,67129,55973,33390,28036,20536,18037,7545,8961,5848,3148,1383, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 支付给职工以及为职工支付的现金(万元),45247,36611,25774,19749,16771,12350,9999,7427,4558,2996,3486,2572,1349,804, 
 支付的各项税费(万元),9550,8702,9700,7159,6202,4041,3688,2075,2021,1307,1868,2328,1235,534, 
 支付的其他与经营活动有关的现金(万元),30680,21476,10277,8552,4293,3351,4557,2816,1074,1455,1381,3171,7155,897, 
 经营活动现金流出小计(万元),205699,179324,141264,102589,83240,53133,46280,32853,25690,13303,15696,13919,12887,3618, 
 经营活动产生的现金流量净额(万元),44872,35887,33063,21235,14968,9320,17674,13794,7850,5527,4572,3151,2082,2396, 
 收回投资所收到的现金(万元),19513,--,--,--,30,--,--,--,--,--,--,0,0,0, 
 取得投资收益所收到的现金(万元),3534,1869,2111,416,--,--,--,--,--,--,--,0,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),8,9,65,9,40,1,--,8,28,22,41,0,0,8, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 收到的其他与投资活动有关的现金(万元),131170,64060,85008,43018,1380,860,53,555,406,502,--,0,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 投资活动现金流入小计(万元),154226,65939,87185,43443,1451,861,53,563,434,524,41,0,0,8, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),59861,64299,45233,27179,28714,17504,24184,17605,9727,3278,1092,4346,3988,2186, 
 投资所支付的现金(万元),8320,13247,5940,3850,11923,0,5,184,--,--,--,0,0,0, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,5,--,--,9313,--,--,--,1014,--,--,0,0,0, 
 支付的其他与投资活动有关的现金(万元),115407,71920,69188,98306,400,--,--,--,--,--,--,0,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0,0, 
 投资活动现金流出小计(万元),183588,149471,120361,129335,50351,17504,24189,17789,10741,3278,1092,4346,3988,2186, 
 投资活动产生的现金流量净额(万元),-29363,-83532,-33176,-85892,-48900,-16643,-24136,-17226,-10307,-2754,-1051,-4346,-3988,-2178, 
 吸收投资收到的现金(万元),4305,4547,10096,119737,7703,581,--,36679,0,408,23516,0,0,0, 
 其中：子公司吸收少数股东投资收到的现金(万元),4305,6562,240,--,--,--,--,430,0,408,--,0,0,0, 
 取得借款收到的现金(万元),13359,21000,10000,24000,18000,--,660,--,300,--,--,5500,5400,0, 
 发行债券收到的现金(万元),--,116288,--,--,--,--,--,--,--,--,--,0,0,0, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,0,347,--,--,--,5000,0,0,0, 
 筹资活动现金流入小计(万元),17664,141835,20096,143737,25703,581,1007,36679,300,408,28516,5500,5400,0, 
 偿还债务支付的现金(万元),11369,20500,10000,40000,2000,360,300,300,--,--,10500,5400,0,280, 
 分配股利、利润或偿付利息所支付的现金(万元),7030,6994,4571,6614,5367,5108,6252,10,4337,2001,329,397,123,9, 
 其中：子公司支付给少数股东的股利、利润(万元),--,180,200,--,--,--,--,--,--,--,--,0,0,0, 
 支付其他与筹资活动有关的现金(万元),4201,105,--,2033,3438,34,317,--,--,--,--,0,0,0, 
 筹资活动现金流出小计(万元),22600,27599,14571,48648,10805,5502,6870,310,4337,2001,10829,5797,123,289, 
 筹资活动产生的现金流量净额(万元),-4935,114236,5525,95090,14898,-4921,-5862,36369,-4037,-1593,17687,-297,5277,-289, 
 汇率变动对现金及现金等价物的影响(万元),2071,-935,144,--,--,--,--,--,-116,--,--,0,0,0, 
