 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),64870,93670,129230,124619,91960,87647,153853,176554,222132,69933,102657,33111, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到的税费返还(万元),1076,4247,6817,8137,9574,6869,14206,37154,25641,10028,12488,3863, 
 收到的其他与经营活动有关的现金(万元),1672,1884,1110,1688,1542,1665,4618,13597,15850,908,2400,10919, 
 经营活动现金流入小计(万元),67618,99801,137157,134443,103076,96180,172677,227306,263623,80868,117544,47893, 
 购买商品、接受劳务支付的现金(万元),40010,50453,68925,83872,73190,69722,110689,184937,223688,63619,124158,57478, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付给职工以及为职工支付的现金(万元),8478,9219,9780,10487,9495,6874,6891,6854,4205,2261,1413,694, 
 支付的各项税费(万元),5368,11766,13658,9782,1041,2941,3219,5383,3203,1290,1086,60, 
 支付的其他与经营活动有关的现金(万元),7303,7817,8280,7681,7990,9662,11406,18560,8825,5460,4083,2043, 
 经营活动现金流出小计(万元),61159,79255,100643,111821,91715,89198,132205,215734,239922,72629,130740,60275, 
 经营活动产生的现金流量净额(万元),6458,20546,36514,22622,11360,6982,40472,11572,23702,8239,-13196,-12382, 
 收回投资所收到的现金(万元),--,--,1200,12,--,--,--,--,--,2000,0,0, 
 取得投资收益所收到的现金(万元),--,--,--,--,46,--,--,--,--,496,161,0, 
