 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),96078,73336,68849,50927,44363,45193,36100,30029,29682,20048, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,52,--,2,--,25,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),1569,1131,1622,776,3036,410,245,1341,669,77, 
 经营活动现金流入小计(万元),97647,74519,70471,51704,47399,45628,36345,31371,30351,20125, 
 购买商品、接受劳务支付的现金(万元),55330,45908,40661,27276,24834,30340,18638,21740,23001,11131, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),12126,9968,8425,6135,4807,4524,3507,2553,1494,1103, 
 支付的各项税费(万元),5615,6567,6435,5438,4851,4948,3929,3602,2968,2209, 
 支付的其他与经营活动有关的现金(万元),5606,4405,2961,3670,2588,2471,2124,1677,1980,1931, 
 经营活动现金流出小计(万元),78676,66849,58482,42520,37080,42283,28198,29572,29442,16375, 
 经营活动产生的现金流量净额(万元),18971,7670,11989,9185,10319,3345,8147,1798,909,3751, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,3723,317, 
