 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),16900,22950,19913,19214,18991,16872,14646,16694,15726,12201,12754, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),3,--,3,1,42,--,48,83,170,3,--, 
 收到的其他与经营活动有关的现金(万元),332,552,380,822,538,499,1721,2017,675,633,4, 
 经营活动现金流入小计(万元),17235,23502,20296,20037,19571,17371,16416,18794,16572,12837,12758, 
 购买商品、接受劳务支付的现金(万元),14582,14593,11627,10009,7316,8754,10002,12300,11780,9356,10758, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),2998,3310,3026,3072,3760,3285,2113,1589,914,640,431, 
 支付的各项税费(万元),1442,1557,2055,2657,1832,2830,1132,826,412,312,590, 
 支付的其他与经营活动有关的现金(万元),2828,2576,1517,1840,1966,2448,2242,3649,3628,2375,581, 
 经营活动现金流出小计(万元),21850,22037,18224,17578,14875,17317,15489,18365,16734,12683,12360, 
 经营活动产生的现金流量净额(万元),-4615,1465,2072,2459,4696,54,926,428,-162,154,399, 
 收回投资所收到的现金(万元),--,4300,2000,4100,10740,1000,41,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,12,3,6,13,23,--,--,--,1,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),14,23,24,28,16,--,511,--,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,171,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),14,4335,2027,4305,10770,1023,552,0,0,1,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1867,1503,325,1392,838,805,1938,4262,3934,802,130, 
 投资所支付的现金(万元),--,4300,2000,4100,10758,1000,--,--,590,50,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),1867,5803,2325,5492,11596,1805,1938,4262,4524,851,130, 
 投资活动产生的现金流量净额(万元),-1853,-1468,-298,-1187,-826,-782,-1385,-4262,-4524,-851,-130, 
 吸收投资收到的现金(万元),--,12500,--,--,--,--,--,1680,1539,1310,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),4998,2000,5800,6320,15470,9724,6262,1700,2945,1550,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,2400,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,597,--,--,--,--,675,--, 
 筹资活动现金流入小计(万元),4998,14500,5800,6320,16067,9724,6262,5780,4484,3535,0, 
 偿还债务支付的现金(万元),2000,5800,6320,5470,18764,9054,4583,605,1550,--,360, 
 分配股利、利润或偿付利息所支付的现金(万元),880,175,324,549,519,539,415,267,99,73,28, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,805,157,317,21,322,302,259,--,--,--, 
 筹资活动现金流出小计(万元),2880,6781,6800,6337,19304,9916,5300,1130,1649,73,388, 
 筹资活动产生的现金流量净额(万元),2117,7719,-1000,-17,-3237,-192,962,4650,2834,3462,-388, 
 汇率变动对现金及现金等价物的影响(万元),6,-55,52,81,-12,-2,-0,0,--,--,--, 
 现金及现金等价物净增加额(万元),-4345,7661,826,1336,622,-923,503,816,-1851,2765,-119, 
 加:期初现金及现金等价物余额(万元),12027,4367,3541,2205,1584,2507,2004,1188,3039,274,393, 
 期末现金及现金等价物余额(万元),7682,12027,4367,3541,2205,1584,2507,2004,1188,3039,274, 
 净利润(万元),819,2464,2682,2202,1959,2800,2049,2174,1786,1119,252, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),893,427,542,681,461,207,176,29,71,-18,94, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),719,678,668,618,566,556,401,292,178,82,64, 
 无形资产摊销(万元),55,61,61,61,61,63,62,57,37,--,--, 
 长期待摊费用摊销(万元),22,40,49,158,138,110,28,16,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),40,55,40,15,47,124,20,--,--,--,--, 
 固定资产报废损失(万元),1,2,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,-23,55,-32,-9,5,4,-1,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),212,225,271,364,576,663,596,192,99,73,28, 
 投资损失(万元),--,-12,-3,-6,4,-23,9,--,--,-1,--, 
 递延所得税资产减少(万元),-155,-9,-95,72,-137,-74,-77,-10,-11,3,19, 
 递延所得税负债增加(万元),--,--,--,--,-5,5,--,--,--,--,--, 
 存货的减少(万元),-3415,-437,1110,2221,-5,-659,-1897,-2358,-2159,-677,-303, 
 经营性应收项目的减少(万元),-220,-1603,-2610,-2690,-2337,-4768,-2018,-2931,-1326,-43,-300, 
 经营性应付项目的增加(万元),-3587,-427,-642,-1215,3314,1083,1586,2962,1159,-384,545, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),-4615,1465,2072,2459,4696,54,926,428,-162,154,399, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),7682,12027,4367,3541,2205,1584,2507,2004,1188,3039,274, 
 现金的期初余额(万元),12027,4367,3541,2205,1584,2507,2004,1188,3039,274,393, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-4345,7661,826,1336,622,-923,503,816,-1851,2765,-119, 

