 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),65197,53982,45487,41547,51932,51972,39863,32697,37481,25633,31363,31372, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到的税费返还(万元),3,--,--,857,1450,1080,812,1054,434,307,81,562, 
 收到的其他与经营活动有关的现金(万元),4207,1000,3999,6092,304,758,1426,1561,1036,265,355,1855, 
 经营活动现金流入小计(万元),69406,54982,49487,48496,53685,53810,42101,35312,38951,26205,31799,33789, 
 购买商品、接受劳务支付的现金(万元),42813,15590,5618,20831,30470,25361,19849,15878,18882,12504,16430,17578, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付给职工以及为职工支付的现金(万元),3130,1960,1480,15955,18429,15425,12283,10141,7703,5769,4948,4186, 
 支付的各项税费(万元),1145,388,804,2370,1939,2050,1317,1585,1928,1032,2190,1627, 
 支付的其他与经营活动有关的现金(万元),29758,6195,19833,8004,3554,2307,1840,1734,1316,2170,1863,4682, 
 经营活动现金流出小计(万元),76847,24133,27735,47160,54391,45143,35290,29338,29829,21474,25430,28073, 
 经营活动产生的现金流量净额(万元),-7440,30848,21751,1335,-706,8666,6811,5973,9122,4731,6368,5716, 
 收回投资所收到的现金(万元),6940,--,--,33304,43013,17296,--,--,--,0,0,0, 
 取得投资收益所收到的现金(万元),650,--,--,--,--,--,--,--,--,0,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),2,--,--,49503,1242,75,1324,47,--,11,11,40, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到的其他与投资活动有关的现金(万元),--,--,8049,31092,--,959,--,--,--,0,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 投资活动现金流入小计(万元),7592,0,8049,113898,44255,18331,1324,47,0,11,11,40, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),553,888,67,5560,7300,2668,8361,2095,764,1180,3703,3508, 
 投资所支付的现金(万元),5975,35373,26084,109145,44417,54140,--,--,--,0,0,2545, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,46827,--,--,--,--,--,--,--,0,0,0, 
 支付的其他与投资活动有关的现金(万元),--,--,8059,--,--,--,--,--,--,0,176,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 投资活动现金流出小计(万元),6528,83088,34209,114705,51717,56808,8361,2095,764,1180,3879,6053, 
 投资活动产生的现金流量净额(万元),1064,-83088,-26160,-806,-7462,-38478,-7036,-2048,-764,-1170,-3869,-6012, 
 吸收投资收到的现金(万元),--,--,--,--,--,--,--,--,50974,0,0,1960, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 取得借款收到的现金(万元),35560,109315,19300,1309,9070,1249,--,1200,7385,3173,2800,7326, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到其他与筹资活动有关的现金(万元),--,--,151,--,--,--,--,--,--,0,0,0, 
 筹资活动现金流入小计(万元),35560,109315,19451,1309,9070,1249,0,1200,58360,3173,2800,9285, 
 偿还债务支付的现金(万元),26441,25300,15000,4891,6912,670,--,1200,10553,1800,5700,2650, 
 分配股利、利润或偿付利息所支付的现金(万元),5026,2111,685,393,1596,3226,2970,6078,3073,3157,236,7082, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付其他与筹资活动有关的现金(万元),4776,27180,150,--,--,--,--,--,387,260,20,350, 
 筹资活动现金流出小计(万元),36242,54591,15835,5284,8508,3896,2970,7278,14013,5217,5956,10082, 
 筹资活动产生的现金流量净额(万元),-682,54724,3616,-3975,562,-2647,-2970,-6078,44347,-2044,-3156,-797, 
 汇率变动对现金及现金等价物的影响(万元),-37,391,-2474,347,-197,-231,9,-80,-114,2,-54,-72, 
 现金及现金等价物净增加额(万元),-7095,2876,-3266,-3099,-7802,-32690,-3187,-2232,52590,1519,-711,-1165, 
 加:期初现金及现金等价物余额(万元),11923,9041,12307,15406,18653,51343,54530,56762,4172,2653,3363,4504, 
 期末现金及现金等价物余额(万元),4828,11916,9041,12307,10852,18653,51343,54530,56762,4172,2653,3339, 
 净利润(万元),10042,19222,18458,3235,-12945,3760,4744,4941,6655,4309,4695,5034, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,0,0,215, 
 资产减值准备(万元),6868,21924,1262,7584,14636,-271,153,127,-95,223,33,0, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),674,68,37,2021,2439,2178,1477,1238,1189,1191,980,794, 
 无形资产摊销(万元),353,158,-127,232,120,169,155,125,120,87,33,25, 
 长期待摊费用摊销(万元),--,--,--,154,61,37,34,26,--,5,8,15, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 处置固定资产、无形资产和其他长期资产的损失(万元),545,--,--,9539,-31,198,31,106,40,-3,78,51, 
 固定资产报废损失(万元),--,--,4,--,4,--,--,--,--,0,0,0, 
 公允价值变动损失(万元),--,--,--,--,35,-35,69,-69,--,0,0,0, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 财务费用(万元),18009,8046,5087,-1385,76,25,--,3,67,158,229,257, 
 投资损失(万元),-3237,-672,--,-301,-806,-399,-27,-79,--,0,0,0, 
 递延所得税资产减少(万元),-151,84,20,348,-252,60,-14,-14,78,-26,-6,49, 
 递延所得税负债增加(万元),-80,836,--,-45,-7,0,-17,-16,46,0,0,0, 
 存货的减少(万元),92,--,--,7644,-2624,-1596,-956,-378,61,-271,829,-1185, 
 经营性应收项目的减少(万元),-23905,-15882,-2837,-1836,-98,6774,307,-1497,1568,-2863,2067,-2896, 
