 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31, 
 销售商品、提供劳务收到的现金(万元),1098886,361256,299793,288846,345143,274390,278181,199150,153050,102800,104227,128846,48209, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),1796,1368,1685,810,587,531,466,328,274,426,318,325,50, 
 收到的其他与经营活动有关的现金(万元),81437,20803,15109,14874,7038,5762,3935,6655,2849,2384,1488,2579,10397, 
 经营活动现金流入小计(万元),1182119,383427,316587,304530,352768,280683,282581,206132,156173,105610,106033,131750,58655, 
 购买商品、接受劳务支付的现金(万元),961549,347702,245020,224720,294523,258191,237581,211096,149261,86239,97009,121465,40352, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),78016,27969,20191,12975,13144,7558,6933,5482,3990,4733,4118,4147,3013, 
 支付的各项税费(万元),77742,19678,25868,13600,10881,5778,6135,3691,2123,1857,2091,2840,1937, 
 支付的其他与经营活动有关的现金(万元),179886,47230,46822,32519,25265,15585,20157,13100,6031,10623,7781,9472,6985, 
 经营活动现金流出小计(万元),1297193,442579,337901,283814,343813,287111,270806,233369,161406,103452,111000,137924,52288, 
 经营活动产生的现金流量净额(万元),-115074,-59152,-21314,20716,8955,-6428,11775,-27237,-5233,2158,-4967,-6173,6368, 
 收回投资所收到的现金(万元),21446,9240,12427,2759,7192,13968,5069,9183,--,--,713,6463,97, 
 取得投资收益所收到的现金(万元),6382,1283,1193,891,325,454,298,241,57,17,10,8,208, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1915,11766,730,622,45,10,15,616,1040,--,66,312,1830, 
 处置子公司及其他营业单位收到的现金净额(万元),49,--,--,--,--,--,264,504,--,1215,--,--,--, 
 收到的其他与投资活动有关的现金(万元),1569110,523783,235358,149476,190538,14,--,111,147,235,366,169,83, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),1598901,546072,249708,153747,198100,14445,5646,10654,1243,1467,1155,6952,2218, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),97018,34958,23158,5753,2456,3119,5026,4256,3656,1237,1869,3193,3586, 
 投资所支付的现金(万元),15381,33416,6494,353,11239,--,160,--,--,--,174,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
