 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31, 
 销售商品、提供劳务收到的现金(万元),4190813,2883512,1754290,1972593,2552487,3508388,3050104,2726057,2058595,1603361,1853676,1580998,817002, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),1650,1601,1174,1727,2344,1957,135,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),346,37821,8825,721,592,222,535,342,346,373,0,739,235, 
 收到的其他与经营活动有关的现金(万元),354791,250008,221460,154699,85973,93235,94731,64288,53573,46966,50591,47631,39787, 
 经营活动现金流入小计(万元),4547599,3172943,1985748,2129741,2641396,3603803,3145506,2790687,2112514,1650700,1904267,1629368,857024, 
 购买商品、接受劳务支付的现金(万元),4059208,2307621,2064090,1960825,2338503,3448526,2902405,2735075,1969816,1507804,1734372,1504194,770630, 
 客户贷款及垫款净增加额(万元),1841,1381,--,1264,--,8590,7040,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),79151,76203,67162,63078,61006,63873,61233,56986,43547,41385,39748,26545,24168, 
 支付的各项税费(万元),128031,121589,61646,48494,47938,43613,40451,39865,28763,27358,19012,18902,11079, 
 支付的其他与经营活动有关的现金(万元),186941,161594,183164,63122,57974,60705,60995,60455,54578,52528,50090,53683,44573, 
 经营活动现金流出小计(万元),4455171,2668387,2376061,2136784,2505422,3625308,3072124,2892380,2096705,1629075,1843222,1603323,850451, 
 经营活动产生的现金流量净额(万元),92428,504556,-390313,-7042,135974,-21505,73382,-101693,15809,21625,61045,26045,6573, 
 收回投资所收到的现金(万元),--,36122,803,11467,3944,10957,9527,18381,1426,31,0,215,33, 
 取得投资收益所收到的现金(万元),305,4386,1144,478,1318,531,249,221,158,20,54,956,173, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),3196,3749,6559,7908,9440,3221,5012,625,622,277,3005,1928,311, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,59658,1897,--,--,--,--,0,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,0,--,--,--,--,238,0,6144,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),3501,44258,8506,19853,74360,16607,14787,19228,2206,566,3059,9243,517, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),46921,83450,60946,50436,57491,43036,85951,48772,40370,31941,25351,26147,25740, 
 投资所支付的现金(万元),3255,19172,5400,25062,11808,--,--,10085,17698,938,0,1375,5487, 
 质押贷款净增加额(万元),--,--,--,--,0,--,--,--,--,--,--,--,--, 
