 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),202918,229990,292796,258225,226056,169582,150793,151934,121075,94883,103518, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),6152,4609,3434,3363,3225,2691,2214,418,315,568,1208, 
 经营活动现金流入小计(万元),209070,234599,296230,261588,229281,172274,153007,152352,121390,95452,104726, 
 购买商品、接受劳务支付的现金(万元),138373,195394,217337,236883,186268,163625,136422,129271,101628,78214,87874, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),21340,20050,19366,17502,11601,7010,4696,3715,2410,1804,1728, 
 支付的各项税费(万元),8220,13394,15013,11663,12485,10081,8828,8004,5875,4602,4593, 
 支付的其他与经营活动有关的现金(万元),2626,2187,2463,3641,2706,1922,2188,2128,2620,1269,1891, 
 经营活动现金流出小计(万元),170559,231026,254180,269690,213060,182637,152134,143118,112533,85889,96086, 
 经营活动产生的现金流量净额(万元),38511,3573,42050,-8102,16220,-10363,873,9234,8857,9562,8640, 
 收回投资所收到的现金(万元),--,--,3200,6060,16300,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),15,49,87,222,687,424,169,338,56,125,100, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,4,2,26,4,52,--,21,247,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,109,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),15,52,3289,6308,16990,476,278,358,303,125,100, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),2176,2732,2588,4999,6588,11805,9528,4816,7147,3728,2182, 
 投资所支付的现金(万元),--,--,8149,2500,3560,19361,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,6488,--,--,--,--,--,567, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),2176,2732,10736,7499,16637,31166,9528,4816,7147,3728,2748, 
 投资活动产生的现金流量净额(万元),-2161,-2680,-7447,-1191,354,-30690,-9250,-4458,-6844,-3603,-2648, 
 吸收投资收到的现金(万元),-55,-447,70320,-308,148,1398,68320,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
