 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),1623488,1420210,1218958,994666,920968,873203,828715,742239,580652,505261, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),2598,1783,1117,653,256,509,396,544,174,--, 
 收到的其他与经营活动有关的现金(万元),12661,15950,9269,6917,6088,6284,5401,5774,3433,6185, 
 经营活动现金流入小计(万元),1638747,1437942,1229344,1002236,927312,879996,834512,748558,584258,511446, 
 购买商品、接受劳务支付的现金(万元),1469389,1269033,1109997,872694,825946,803670,764469,645224,543691,466893, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),57568,53507,42108,35044,27536,23460,21345,17466,13070,9470, 
 支付的各项税费(万元),13164,11743,12582,11133,10388,9286,9424,8347,5394,5794, 
 支付的其他与经营活动有关的现金(万元),48486,42520,44163,36862,30475,29615,26196,25708,21729,16341, 
 经营活动现金流出小计(万元),1588607,1376803,1208851,955733,894344,866032,821434,696745,583883,498498, 
 经营活动产生的现金流量净额(万元),50140,61139,20494,46503,32967,13964,13078,51812,376,12948, 
 收回投资所收到的现金(万元),2850,2717,3346,20821,516,2,--,190,218,737, 
 取得投资收益所收到的现金(万元),1828,2403,4386,812,979,429,2,96,42,12, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1179,13,148,341,325,151,401,112,69,143, 
 处置子公司及其他营业单位收到的现金净额(万元),305,546,1502,3678,--,1238,--,--,2174,--, 
 收到的其他与投资活动有关的现金(万元),--,1524,500,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),6163,7203,9882,25652,1820,1820,403,398,2504,892, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),42747,46639,52489,23915,19887,22913,33878,23965,20590,19748, 
 投资所支付的现金(万元),14388,23114,12556,14325,12968,1488,9298,9733,2865,3265, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,91,612,975,1399,--,1758,--,92,--, 
 支付的其他与投资活动有关的现金(万元),--,--,661,4,372,--,--,204,--,331, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),57136,69844,66318,39220,34626,24401,44934,33902,23548,23345, 
 投资活动产生的现金流量净额(万元),-50973,-62641,-56436,-13568,-32805,-22581,-44531,-33505,-21044,-22453, 
 吸收投资收到的现金(万元),9647,2406,1677,5933,47486,1596,1140,810,2646,992, 
 其中：子公司吸收少数股东投资收到的现金(万元),2579,2406,1677,5933,446,1596,--,810,2646,992, 
 取得借款收到的现金(万元),168049,161030,103000,75200,73000,166480,103400,75400,81485,45689, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),4113,--,--,--,--,--,--,700,--,--, 
 筹资活动现金流入小计(万元),181810,163436,104677,81133,120486,168076,104540,76910,84131,46681, 
 偿还债务支付的现金(万元),146995,142000,58650,79800,113900,141416,70256,79044,68006,15746, 
 分配股利、利润或偿付利息所支付的现金(万元),15525,15127,12894,7253,7821,9274,7710,5832,4284,2590, 
