 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31, 
 销售商品、提供劳务收到的现金(万元),276629,198743,130665,109259,110681,118834,102341,77863,41308,44557,33087,32655,23656,16061, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,0,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--, 
 收到的税费返还(万元),17559,11191,9496,5847,6168,6537,4695,3594,2020,2616,1259,1076,1115,593, 
 收到的其他与经营活动有关的现金(万元),7230,2175,1078,1389,2819,3148,2868,952,3329,1146,109,47,19,19, 
 经营活动现金流入小计(万元),301418,212109,141239,116496,119668,128519,109904,82409,46656,48319,34454,33779,24789,16673, 
 购买商品、接受劳务支付的现金(万元),197625,132689,91156,76061,83637,92779,76535,59782,30713,28383,25529,20055,16668,9675, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),43459,27353,21456,17356,14758,13412,11770,9989,4630,3170,2685,1532,1070,848, 
 支付的各项税费(万元),15551,7630,4289,3432,2598,4156,3116,2580,756,924,1102,1188,341,730, 
 支付的其他与经营活动有关的现金(万元),9979,8139,5853,3967,4642,7283,8152,6044,2309,3088,1958,2018,1355,1612, 
 经营活动现金流出小计(万元),266614,175811,122753,100816,105635,117629,99573,78394,38408,35565,31274,24794,19435,12865, 
 经营活动产生的现金流量净额(万元),34804,36299,18486,15680,14034,10890,10331,4015,8248,12754,3180,8984,5354,3808, 
 收回投资所收到的现金(万元),--,--,--,--,3000,--,--,5500,420,502,--,0,0,0, 
 取得投资收益所收到的现金(万元),--,--,--,--,4,51,180,44,--,0,--,8,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),98,346,373,199,206,348,1032,10,--,13,9,13,28,7, 
 处置子公司及其他营业单位收到的现金净额(万元),--,1895,--,--,--,--,--,--,--,0,--,--,45,--, 
 收到的其他与投资活动有关的现金(万元),--,1205,1180,1597,--,9500,17000,21718,--,0,--,--,-3,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--, 
 投资活动现金流入小计(万元),98,3446,1553,1796,3211,9900,18211,27273,420,516,9,21,70,7, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),84248,57557,34641,30314,29573,30247,17426,9768,7544,7905,8123,5225,1822,1135, 
 投资所支付的现金(万元),55,8076,--,--,1000,298,--,7500,18600,1200,500,0,0,0, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),1755,--,--,--,--,100,--,--,--,0,--,--,5,--, 
 支付的其他与投资活动有关的现金(万元),4611,520,200,--,--,9500,17000,507,147,0,--,--,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,0,--,--,--,--, 
 投资活动现金流出小计(万元),90668,66153,34841,30314,30573,40145,34426,17775,26290,9105,8623,5225,1827,1135, 
 投资活动产生的现金流量净额(万元),-90570,-62707,-33288,-28518,-27363,-30246,-16214,9497,-25870,-8589,-8613,-5204,-1757,-1127, 
 吸收投资收到的现金(万元),--,1570,57610,--,--,--,--,--,--,0,54604,0,0,10, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,1570,--,--,--,--,--,--,--,0,--,--,--,--, 
 取得借款收到的现金(万元),109845,85502,24218,50327,34632,24430,--,--,--,0,6500,5000,1484,2849, 
 发行债券收到的现金(万元),84518,--,--,--,--,--,--,--,--,0,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),0,99,55,--,--,954,1392,236,1663,660,342,764,120,236, 
 筹资活动现金流入小计(万元),194363,87171,81884,50327,34632,25384,1392,236,1663,660,61446,5764,1604,3095, 
 偿还债务支付的现金(万元),109778,32774,55529,28478,17512,8500,--,569,--,0,10000,2500,1817,3217, 
 分配股利、利润或偿付利息所支付的现金(万元),5937,7410,7018,2307,3557,2972,906,10680,5061,9960,232,7028,3405,2449, 
 其中：子公司支付给少数股东的股利、利润(万元),1073,495,--,--,--,48,906,10680,--,0,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),3958,830,495,359,--,357,--,--,--,0,2096,0,0,0, 
 筹资活动现金流出小计(万元),119673,41014,63042,31145,21069,11829,906,11250,5061,9960,12328,9528,5222,5666, 
 筹资活动产生的现金流量净额(万元),74691,46157,18842,19183,13564,13555,486,-11014,-3398,-9300,49118,-3764,-3618,-2570, 
