 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),36644,27381,25779,16212,16101,17601,16908,16124,17517,15634,11740,10812, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 收到的税费返还(万元),--,3,--,--,--,--,--,3,--,11,0,0, 
 收到的其他与经营活动有关的现金(万元),40272,15718,20601,7568,2260,2926,2253,4081,3439,4641,4096,6859, 
 经营活动现金流入小计(万元),76916,43101,46381,23780,18360,20527,19160,20209,20956,20286,15836,17671, 
 购买商品、接受劳务支付的现金(万元),15264,9125,2985,2776,2437,3547,2067,2031,1640,1677,1427,1730, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,0,0,0, 
 支付给职工以及为职工支付的现金(万元),5163,4858,4280,3690,3269,3051,2433,2019,1765,1460,1251,890, 
 支付的各项税费(万元),2370,1210,2939,1350,1719,2348,2708,2953,2361,1932,1608,1129, 
 支付的其他与经营活动有关的现金(万元),43307,15192,25130,13165,2130,2630,1594,3303,3052,3920,3183,5715, 
 经营活动现金流出小计(万元),66103,30384,35335,20982,9556,11576,8801,10306,8819,8990,7470,9466, 
 经营活动产生的现金流量净额(万元),10813,12717,11045,2798,8804,8952,10359,9903,12138,11296,8366,8205, 
