 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),147685,127554,166051,156348,154929,124156, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--, 
 收到的税费返还(万元),1400,954,1167,314,180,15, 
 收到的其他与经营活动有关的现金(万元),1888,2818,2487,597,510,656, 
 经营活动现金流入小计(万元),150973,131326,169705,157259,155619,124827, 
 购买商品、接受劳务支付的现金(万元),112355,106487,135575,129177,126567,102718, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),7025,6339,5506,5101,3747,3081, 
 支付的各项税费(万元),4437,3845,3979,3680,4505,3895, 
 支付的其他与经营活动有关的现金(万元),6645,5896,9915,9364,7090,5926, 
 经营活动现金流出小计(万元),130461,122567,154975,147322,141909,115620, 
 经营活动产生的现金流量净额(万元),20512,8759,14730,9937,13710,9207, 
 收回投资所收到的现金(万元),20000,8400,--,--,--,--, 
 取得投资收益所收到的现金(万元),445,69,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),991,--,4,--,2,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),26000,924,--,42421,211491,166965, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--, 
 投资活动现金流入小计(万元),47436,9393,4,42421,211492,166965, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),10840,3693,8603,22130,22629,9252, 
