 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31, 
 销售商品、提供劳务收到的现金(万元),83260,70764,61141,47148,38986, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--, 
 收到的税费返还(万元),1167,1039,380,1314,--, 
 收到的其他与经营活动有关的现金(万元),1043,1342,1093,550,1275, 
 经营活动现金流入小计(万元),85470,73145,62614,49012,40260, 
 购买商品、接受劳务支付的现金(万元),49912,40488,33175,27215,23747, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),13334,11608,9399,6956,5109, 
 支付的各项税费(万元),12823,8225,13238,6143,5742, 
 支付的其他与经营活动有关的现金(万元),4138,3785,3688,3657,2806, 
 经营活动现金流出小计(万元),80206,64106,59500,43971,37404, 
 经营活动产生的现金流量净额(万元),5264,9039,3114,5041,2856, 
 收回投资所收到的现金(万元),--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1,25,--,--,5, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--, 
 投资活动现金流入小计(万元),1,25,0,0,5, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),2292,1042,1493,1644,2272, 
 投资所支付的现金(万元),--,--,--,--,4, 
 质押贷款净增加额(万元),--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--, 
 投资活动现金流出小计(万元),2292,1042,1493,1644,2275, 
 投资活动产生的现金流量净额(万元),-2291,-1017,-1493,-1644,-2270, 
 吸收投资收到的现金(万元),--,--,9000,9900,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--, 
 取得借款收到的现金(万元),23660,21080,20337,17686,13900, 
 发行债券收到的现金(万元),--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,2,4882,2097,1632, 
 筹资活动现金流入小计(万元),23660,21082,34219,29683,15532, 
 偿还债务支付的现金(万元),23480,19620,16400,14903,13400, 
 分配股利、利润或偿付利息所支付的现金(万元),1166,3643,7657,9721,1771, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),961,1236,7301,2479,652, 
 筹资活动现金流出小计(万元),25607,24500,31358,27102,15824, 
 筹资活动产生的现金流量净额(万元),-1947,-3418,2861,2581,-292, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--, 
 现金及现金等价物净增加额(万元),1025,4604,4482,5978,294, 
 加:期初现金及现金等价物余额(万元),20051,15447,10965,4987,4692, 
 期末现金及现金等价物余额(万元),21076,20051,15447,10965,4987, 
 净利润(万元),21836,12201,11791,--,--, 
 少数股东损益(万元),--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--, 
 资产减值准备(万元),3057,630,866,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),1590,1538,1420,--,--, 
 无形资产摊销(万元),107,63,52,--,--, 
 长期待摊费用摊销(万元),69,100,102,--,--, 
 待摊费用的减少(万元),--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-12,--,--,--, 
 固定资产报废损失(万元),2,36,2,--,--, 
 公允价值变动损失(万元),--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--, 
 财务费用(万元),1329,1468,1865,--,--, 
 投资损失(万元),--,--,--,--,--, 
 递延所得税资产减少(万元),-573,-83,-127,--,--, 
 递延所得税负债增加(万元),--,--,--,--,--, 
 存货的减少(万元),-6968,-2996,-1996,--,--, 
 经营性应收项目的减少(万元),-20054,-10729,-10690,--,--, 
 经营性应付项目的增加(万元),1977,3931,-3063,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--, 
 其他(万元),2891,2891,2891,--,--, 
 经营活动产生现金流量净额(万元),5264,9039,3114,--,--, 
 债务转为资本(万元),--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--, 
 现金的期末余额(万元),21076,20051,15447,10965,4987, 
 现金的期初余额(万元),20051,15447,10965,4987,4692, 
 现金等价物的期末余额(万元),--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),1025,4604,4482,5978,294, 

