 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31, 
 销售商品、提供劳务收到的现金(万元),43290,38245,36229,33454,31825, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--, 
 收到的税费返还(万元),602,121,--,--,--, 
 收到的其他与经营活动有关的现金(万元),1304,1531,1554,918,2073, 
 经营活动现金流入小计(万元),45197,39896,37783,34372,33898, 
 购买商品、接受劳务支付的现金(万元),19133,12471,7834,10502,15956, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),6956,6380,5340,5110,4863, 
 支付的各项税费(万元),8455,6095,5322,4355,4542, 
 支付的其他与经营活动有关的现金(万元),6526,6993,8515,5995,5806, 
 经营活动现金流出小计(万元),41070,31939,27011,25961,31168, 
 经营活动产生的现金流量净额(万元),4126,7957,10773,8410,2730, 
 收回投资所收到的现金(万元),35801,--,--,--,--, 
 取得投资收益所收到的现金(万元),120,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),11,31,110,159,25, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,22,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--, 
 投资活动现金流入小计(万元),35932,31,110,181,25, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),3265,1064,1197,718,371, 
 投资所支付的现金(万元),61300,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--, 
 投资活动现金流出小计(万元),64565,1064,1197,718,371, 
 投资活动产生的现金流量净额(万元),-28633,-1033,-1087,-538,-347, 
 吸收投资收到的现金(万元),36908,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--, 
 取得借款收到的现金(万元),4450,8450,7450,10450,3450, 
 发行债券收到的现金(万元),--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--, 
 筹资活动现金流入小计(万元),41358,8450,7450,10450,3450, 
 偿还债务支付的现金(万元),6000,9900,8000,5900,4000, 
 分配股利、利润或偿付利息所支付的现金(万元),3895,1337,4888,769,212, 
 其中：子公司支付给少数股东的股利、利润(万元),316,--,559,323,--, 
 支付其他与筹资活动有关的现金(万元),1859,--,425,12628,--, 
 筹资活动现金流出小计(万元),11754,11237,13313,19296,4212, 
 筹资活动产生的现金流量净额(万元),29604,-2787,-5863,-8846,-762, 
 汇率变动对现金及现金等价物的影响(万元),71,-54,6,13,2, 
 现金及现金等价物净增加额(万元),5169,4083,3829,-961,1623, 
 加:期初现金及现金等价物余额(万元),12322,8239,4410,5371,3747, 
 期末现金及现金等价物余额(万元),17491,12322,8239,4410,5371, 
 净利润(万元),13170,11527,9582,7230,--, 
 少数股东损益(万元),--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--, 
 资产减值准备(万元),548,131,771,492,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),1059,1140,1296,1295,--, 
 无形资产摊销(万元),135,130,121,107,--, 
 长期待摊费用摊销(万元),523,191,99,141,--, 
 待摊费用的减少(万元),--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),8,-17,-76,64,--, 
 固定资产报废损失(万元),216,0,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--, 
 财务费用(万元),192,286,353,436,--, 
 投资损失(万元),-120,--,--,--,--, 
 递延所得税资产减少(万元),-57,71,-85,-12,--, 
 递延所得税负债增加(万元),--,--,--,--,--, 
 存货的减少(万元),-4469,-2816,-2826,-3338,--, 
 经营性应收项目的减少(万元),-1592,-1931,-3295,4520,--, 
 经营性应付项目的增加(万元),-5487,-755,4833,-2523,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--, 
 其他(万元),--,--,--,--,--, 
 经营活动产生现金流量净额(万元),4126,7957,10773,8410,--, 
 债务转为资本(万元),--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--, 
 现金的期末余额(万元),22291,9169,8239,4410,5371, 
 现金的期初余额(万元),9169,8239,4410,5371,3747, 
 现金等价物的期末余额(万元),-4800,3153,--,--,--, 
 现金等价物的期初余额(万元),3153,--,--,--,--, 
 现金及现金等价物的净增加额(万元),5169,4083,3829,-961,1623, 

