 报告日期,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31, 
 销售商品、提供劳务收到的现金(万元),197940,185994,174758,131748,135384,109324,83011,68755,61537,54143,58094,51874,50027, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 收到的税费返还(万元),354,295,317,287,341,181,176,3,11,25,21,26,125, 
 收到的其他与经营活动有关的现金(万元),12834,5481,10857,6525,4372,3926,3063,2211,2770,2426,2563,2212,886, 
 经营活动现金流入小计(万元),211128,191770,185932,138561,140097,113431,86250,70969,64318,56595,60678,54111,51038, 
 购买商品、接受劳务支付的现金(万元),44454,42131,45117,30785,35574,24995,17214,14316,11243,12472,20728,13874,21650, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 支付给职工以及为职工支付的现金(万元),32874,29997,22915,18954,15424,13604,11177,8815,6876,6290,6478,5445,4572, 
 支付的各项税费(万元),29551,30755,20462,18981,20724,17643,14417,11480,9552,10862,9778,8773,7254, 
 支付的其他与经营活动有关的现金(万元),50392,46276,47346,40817,41134,35585,27094,22450,17697,14030,14314,15899,12367, 
 经营活动现金流出小计(万元),157271,149159,135840,109537,112856,91826,69901,57060,45367,43655,51298,43991,45843, 
 经营活动产生的现金流量净额(万元),53856,42611,50091,29024,27241,21605,16348,13909,18951,12939,9380,10120,5195, 
 收回投资所收到的现金(万元),49000,54805,21980,25000,7600,7004,8030,5030,8149,263,1350,0,536, 
 取得投资收益所收到的现金(万元),1106,870,144,295,186,66,81,28,121,75,16,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1604,71,10,1914,3741,23,245,129,81,4,955,9,166, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,1949,--,--,0,0, 
 收到的其他与投资活动有关的现金(万元),3652,--,--,--,--,--,--,840,2476,--,--,29,20, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 投资活动现金流入小计(万元),55362,55746,22134,27208,11526,7093,8356,6027,12776,342,2322,38,722, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),13146,17780,22981,8073,8076,6667,5632,5776,3885,7252,3439,2651,2993, 
 投资所支付的现金(万元),49000,47805,28980,35000,7600,7000,8000,5163,7409,751,1513,375,597, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,40,0,0, 
 支付的其他与投资活动有关的现金(万元),200,200,200,200,--,--,--,--,--,--,--,15,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,0,0, 
 投资活动现金流出小计(万元),62346,65785,52161,43273,15676,13667,13632,10938,11294,8003,4992,3042,3590, 
